iPhone Sensor Log from Crossbow started at Dec 16, 2011 19:52:25 Pacific Standard Time.
ElapsedTime(s) xMag(uT) yMag(uT) zMag(uT) xAccel(g) yAccel(g) zAccel(g) latitude(deg) longitude(deg) altitude(m) xRate(rad/sec) yRate(rad/sec) zRate(rad/sec) roll(rad) pitch(rad) yaw(rad)
0.04 2.5 -21.5 -24.0 0.08 -0.04 -1.00 0 0 0 0.0242 -0.0860 0.0126 0.072 0.067 -1.726
0.07 2.5 -21.5 -24.0 0.06 -0.08 -1.00 0 0 0 -0.0160 0.0194 0.0931 0.071 0.067 -1.724
0.10 2.6 -22.3 -23.5 0.05 -0.07 -1.00 0 0 0 -0.0241 0.0187 0.0272 0.070 0.066 -1.723
0.13 2.6 -22.3 -23.5 0.12 -0.07 -1.00 0 0 0 -0.0084 0.0276 -0.0329 0.071 0.067 -1.724
0.16 2.9 -22.6 -23.6 0.06 -0.03 -1.01 0 0 0 -0.0416 -0.0477 -0.0527 0.072 0.065 -1.726
0.19 2.9 -22.6 -23.6 0.03 -0.08 -1.02 0 0 0 -0.3867 -0.1443 0.0213 0.066 0.051 -1.726
0.22 3.4 -21.0 -24.1 0.09 -0.05 -1.04 0 0 0 -0.0640 -0.1864 -0.0041 0.061 0.047 -1.726
0.26 3.4 -21.0 -24.1 0.06 -0.02 -1.02 0 0 0 -0.0475 -0.0342 -0.1009 0.059 0.045 -1.728
0.29 4.1 -21.4 -24.0 0.05 -0.06 -0.98 0 0 0 0.0152 0.0719 0.0499 0.059 0.044 -1.729
0.32 4.1 -21.4 -24.0 0.07 -0.04 -1.00 0 0 0 -0.0457 0.0878 -0.0413 0.061 0.044 -1.730
0.35 5.1 -21.9 -24.7 0.08 -0.03 -1.03 0 0 0 -0.0639 -0.1916 -0.0519 0.059 0.041 -1.733
0.38 5.1 -21.9 -24.7 0.08 -0.03 -1.03 0 0 0 -0.0553 0.0646 -0.0144 0.056 0.039 -1.734
0.41 4.9 -21.3 -25.3 0.06 -0.04 -0.99 0 0 0 -0.0767 -0.0033 -0.0140 0.058 0.037 -1.735
0.44 4.9 -21.3 -25.3 0.12 -0.03 -1.00 0 0 0 -0.0741 -0.3007 -0.0890 0.056 0.033 -1.738
0.47 4.2 -20.9 -25.0 0.16 -0.01 -1.03 0 0 0 -0.1320 -0.1558 -0.1351 0.055 0.029 -1.741
0.51 4.2 -20.9 -25.0 0.22 -0.00 -1.04 0 0 0 -0.1176 -0.1859 -0.1213 0.057 0.024 -1.745
0.54 4.2 -21.0 -25.0 0.30 -0.01 -1.09 0 0 0 0.0542 -0.4589 0.0626 0.045 0.019 -1.749
0.57 4.2 -21.0 -25.0 0.24 -0.01 -1.04 0 0 0 0.1993 0.0775 0.1701 0.045 0.023 -1.746
0.60 4.1 -21.3 -24.8 0.19 -0.03 -0.99 0 0 0 0.1907 0.3298 0.3059 0.058 0.029 -1.741
0.63 4.1 -21.3 -24.8 0.22 -0.07 -0.95 0 0 0 0.2767 0.0196 0.3675 0.074 0.040 -1.730
0.66 4.1 -21.5 -25.3 0.21 -0.05 -0.94 0 0 0 0.0370 0.1025 0.2875 0.081 0.045 -1.722
0.69 4.1 -21.5 -25.3 0.25 -0.01 -1.06 0 0 0 -0.0661 -0.2337 0.3024 0.089 0.039 -1.714
0.72 3.8 -21.0 -25.2 0.14 -0.01 -1.00 0 0 0 0.2350 -0.2544 0.5796 0.074 0.045 -1.698
0.76 3.8 -21.0 -25.2 0.07 -0.08 -0.90 0 0 0 0.1047 0.3904 0.5049 0.077 0.051 -1.684
0.79 1.7 -21.1 -25.0 0.22 -0.09 -1.00 0 0 0 0.0776 -0.0862 0.1729 0.092 0.054 -1.675
0.82 1.7 -21.1 -25.0 0.10 0.03 -0.93 0 0 0 0.2988 -0.7986 0.0368 0.077 0.056 -1.672
0.85 0.1 -21.7 -24.4 0.03 -0.03 -0.98 0 0 0 0.3996 -0.0559 -0.0817 0.066 0.065 -1.677
0.88 0.1 -21.7 -24.4 0.06 -0.06 -1.03 0 0 0 -0.2225 0.3384 0.2257 0.074 0.070 -1.669
0.91 -0.8 -21.4 -24.1 0.03 -0.03 -1.01 0 0 0 -0.2608 -0.1811 0.0480 0.073 0.061 -1.666
0.94 -0.8 -21.4 -24.1 -0.08 -0.04 -1.01 0 0 0 0.2481 -0.2503 -0.0900 0.062 0.060 -1.666
0.97 -0.5 -21.3 -24.7 -0.10 -0.09 -0.98 0 0 0 0.5565 -0.3867 0.3011 0.041 0.077 -1.666
1.01 -0.5 -21.3 -24.7 -0.03 -0.14 -1.02 0 0 0 0.3995 -0.0304 0.6053 0.031 0.091 -1.653
1.04 -1.2 -21.8 -24.6 -0.11 -0.11 -1.08 0 0 0 -0.2251 0.3089 -0.0395 0.027 0.095 -1.641
1.07 -1.2 -21.8 -24.6 -0.20 -0.08 -0.97 0 0 0 -0.7538 -0.4364 0.0638 0.016 0.073 -1.646
1.10 -2.2 -22.1 -24.7 -0.16 -0.07 -1.00 0 0 0 -0.3961 -0.2837 0.4616 0.003 0.057 -1.636
1.13 -2.2 -22.1 -24.7 -0.19 -0.07 -1.03 0 0 0 -0.3191 0.5371 -0.1232 0.006 0.049 -1.632
1.16 -1.8 -21.8 -24.8 -0.22 0.04 -0.98 0 0 0 -0.4445 0.2499 0.0297 0.010 0.037 -1.634
1.19 -1.8 -21.8 -24.8 -0.25 -0.02 -1.04 0 0 0 -0.1328 -0.2324 0.1553 -0.002 0.027 -1.631
1.22 -2.3 -20.4 -25.6 -0.19 -0.05 -1.06 0 0 0 0.0783 0.1973 0.0277 -0.021 0.031 -1.627
1.26 -2.3 -20.4 -25.6 -0.20 0.02 -1.02 0 0 0 -0.0731 0.0591 0.2709 -0.028 0.028 -1.624
1.29 -2.9 -21.0 -26.0 -0.20 -0.05 -1.03 0 0 0 -0.1572 0.2611 0.1314 -0.033 0.024 -1.618
1.32 -2.9 -21.0 -26.0 -0.12 0.01 -1.03 0 0 0 -0.3718 0.3086 0.0976 -0.027 0.014 -1.617
1.35 -2.4 -21.3 -26.0 -0.07 0.03 -0.99 0 0 0 0.0535 -0.1439 0.2653 -0.029 0.007 -1.612
1.38 -2.4 -21.3 -26.0 -0.12 -0.07 -0.98 0 0 0 0.5909 0.1292 0.2322 -0.033 0.018 -1.606
1.41 -2.1 -20.9 -25.9 -0.08 -0.12 -1.05 0 0 0 0.1497 0.2066 0.1782 -0.027 0.041 -1.596
1.44 -2.1 -20.9 -25.9 -0.08 -0.12 -1.05 0 0 0 -0.2127 0.0997 0.0489 -0.025 0.041 -1.594
1.48 -2.3 -21.8 -26.0 -0.06 -0.00 -1.00 0 0 0 -0.0273 -0.2126 0.1485 -0.032 0.032 -1.591
1.51 -2.3 -21.8 -26.0 -0.05 -0.04 -0.98 0 0 0 0.2389 0.1945 0.0284 -0.033 0.038 -1.589
1.54 -2.0 -21.9 -25.9 -0.01 -0.07 -0.98 0 0 0 0.1588 0.2209 -0.0449 -0.025 0.045 -1.590
1.57 -2.0 -21.9 -25.9 -0.01 -0.01 -0.98 0 0 0 -0.0566 -0.2055 -0.0552 -0.029 0.044 -1.594
1.60 -2.5 -21.7 -25.4 -0.05 -0.06 -0.94 0 0 0 0.0375 0.2236 0.0141 -0.029 0.046 -1.595
1.63 -2.5 -21.7 -25.4 0.03 -0.09 -0.97 0 0 0 0.0015 0.2845 -0.0458 -0.018 0.049 -1.596
1.66 -3.2 -21.1 -25.1 0.03 -0.04 -0.94 0 0 0 -0.1034 -0.0983 -0.1436 -0.014 0.046 -1.601
1.69 -3.2 -21.1 -25.1 0.02 -0.05 -0.94 0 0 0 -0.0102 -0.1348 -0.0401 -0.016 0.044 -1.605
1.72 -2.7 -21.3 -25.1 0.05 -0.05 -0.93 0 0 0 0.1870 -0.0118 0.0104 -0.015 0.048 -1.605
1.76 -2.7 -21.3 -25.1 0.05 -0.03 -0.83 0 0 0 0.0137 0.3337 0.1867 -0.005 0.052 -1.604
1.79 -2.3 -22.2 -25.3 0.05 -0.07 -0.77 0 0 0 0.1315 0.1236 0.3058 0.000 0.054 -1.597
1.82 -2.3 -22.2 -25.3 0.02 -0.06 -0.73 0 0 0 0.3765 0.0396 0.2685 0.001 0.061 -1.590
1.85 -2.0 -21.9 -25.3 0.04 -0.08 -0.77 0 0 0 0.3697 -0.0275 0.2245 0.002 0.075 -1.583
1.88 -2.0 -21.9 -25.3 0.05 -0.08 -0.80 0 0 0 0.2548 -0.2303 0.3934 -0.004 0.084 -1.575
1.91 -2.1 -21.7 -25.1 0.03 -0.18 -0.95 0 0 0 -0.1638 0.0974 0.1170 -0.006 0.090 -1.564
