iPhone Sensor Log from Crossbow started at Dec 16, 2011 19:54:21 Pacific Standard Time.
ElapsedTime(s) xMag(uT) yMag(uT) zMag(uT) xAccel(g) yAccel(g) zAccel(g) latitude(deg) longitude(deg) altitude(m) xRate(rad/sec) yRate(rad/sec) zRate(rad/sec) roll(rad) pitch(rad) yaw(rad)
0.03 4.5 -22.6 -25.4 0.05 -0.04 -1.01 0 0 0 0.0469 -0.0357 -0.0042 0.050 0.040 -2.900
0.06 4.0 -22.5 -25.0 0.06 -0.04 -1.03 0 0 0 0.0621 0.0395 0.0241 0.050 0.040 -2.902
0.10 4.0 -22.5 -25.0 0.05 -0.05 -1.01 0 0 0 0.0451 0.0365 0.0925 0.051 0.042 -2.901
0.13 3.6 -23.0 -24.3 0.06 -0.07 -1.00 0 0 0 -0.0025 0.0244 -0.0089 0.052 0.044 -2.900
0.16 3.6 -23.0 -24.3 0.06 -0.05 -0.99 0 0 0 -0.0924 -0.1498 -0.1665 0.050 0.043 -2.904
0.19 3.3 -21.9 -24.0 0.05 -0.02 -1.04 0 0 0 -0.2195 -0.1522 -0.1456 0.046 0.037 -2.909
0.22 3.3 -21.9 -24.0 0.05 -0.02 -1.01 0 0 0 -0.0594 -0.1918 0.0368 0.041 0.032 -2.911
0.25 3.0 -21.9 -23.7 0.04 -0.04 -1.01 0 0 0 -0.1279 -0.1562 0.0554 0.033 0.029 -2.908
0.28 3.0 -21.9 -23.7 0.03 -0.03 -1.01 0 0 0 -0.1311 -0.1852 -0.0350 0.028 0.025 -2.908
0.32 3.3 -22.4 -24.1 0.05 -0.01 -1.03 0 0 0 -0.2280 -0.0871 -0.1674 0.024 0.020 -2.911
0.35 3.3 -22.4 -24.1 0.12 -0.00 -1.03 0 0 0 -0.1699 -0.2501 -0.1856 0.025 0.012 -2.918
0.38 2.9 -21.0 -25.3 0.19 0.05 -1.04 0 0 0 -0.2337 -0.4140 -0.2704 0.022 0.004 -2.925
0.41 2.9 -21.0 -25.3 0.11 0.03 -1.02 0 0 0 -0.0549 -1.0056 -0.4221 -0.011 -0.005 -2.939
0.44 1.5 -20.8 -25.8 0.06 0.01 -1.05 0 0 0 0.1518 -0.6869 -0.1975 -0.033 -0.002 -2.948
0.47 1.5 -20.8 -25.8 0.13 -0.02 -1.08 0 0 0 0.1642 -0.1751 0.1709 -0.043 0.002 -2.947
0.50 1.5 -21.0 -25.1 0.13 -0.01 -1.04 0 0 0 -0.0519 0.3114 0.1347 -0.029 0.004 -2.942
0.53 1.5 -21.0 -25.1 0.11 -0.01 -1.01 0 0 0 -0.0450 0.0986 0.0974 -0.015 0.003 -2.939
