iPhone Sensor Log from Crossbow started at Dec 16, 2011 19:52:07 Pacific Standard Time.
ElapsedTime(s) xMag(uT) yMag(uT) zMag(uT) xAccel(g) yAccel(g) zAccel(g) latitude(deg) longitude(deg) altitude(m) xRate(rad/sec) yRate(rad/sec) zRate(rad/sec) roll(rad) pitch(rad) yaw(rad)
0.04 6.6 -19.7 -28.8 0.02 -0.01 -1.00 0 0 0 0.0408 -0.0771 0.0734 0.043 0.004 -1.608
0.07 6.4 -20.2 -27.8 0.02 -0.02 -1.03 0 0 0 -0.0473 0.0461 0.1129 0.041 0.005 -1.606
0.10 6.4 -20.2 -27.8 0.05 0.01 -0.99 0 0 0 0.0853 -0.0019 -0.0566 0.041 0.004 -1.607
0.14 4.8 -20.1 -25.0 0.04 -0.01 -0.95 0 0 0 -0.1414 0.0320 -0.0325 0.043 0.004 -1.609
0.16 4.8 -20.1 -25.0 0.04 -0.01 -0.95 0 0 0 -0.4299 -0.3608 -0.0924 0.037 -0.005 -1.610
0.19 5.0 -19.3 -25.2 0.02 0.02 -1.04 0 0 0 -0.3170 -0.3623 -0.1442 0.026 -0.016 -1.614
0.23 5.0 -19.3 -25.2 0.02 0.06 -1.02 0 0 0 -0.1316 -0.0150 -0.0639 0.019 -0.025 -1.621
0.26 5.0 -18.4 -25.5 0.04 0.03 -1.00 0 0 0 -0.0898 -0.1250 0.0941 0.018 -0.028 -1.620
0.29 5.0 -18.4 -25.5 0.04 0.03 -1.00 0 0 0 -0.1085 -0.1555 -0.0142 0.016 -0.031 -1.619
0.32 4.1 -18.2 -25.8 0.09 0.05 -1.03 0 0 0 -0.1273 -0.1589 -0.1027 0.014 -0.035 -1.622
0.35 4.1 -18.2 -25.8 0.09 0.10 -1.04 0 0 0 -0.0213 -0.1686 0.0960 0.015 -0.040 -1.622
0.38 3.1 -18.4 -25.7 0.18 0.07 -1.05 0 0 0 -0.0473 -0.3018 0.1194 0.014 -0.042 -1.619
0.41 3.1 -18.4 -25.7 0.30 0.08 -1.08 0 0 0 0.0256 -0.3743 -0.0877 0.002 -0.044 -1.621
0.44 2.5 -18.5 -26.0 0.32 0.14 -1.04 0 0 0 0.0709 -0.4031 0.0217 0.004 -0.047 -1.622
0.48 2.5 -18.5 -26.0 0.17 0.15 -0.98 0 0 0 0.1003 -0.5573 0.3316 -0.005 -0.050 -1.616
0.51 1.6 -18.7 -26.2 0.09 -0.03 -1.04 0 0 0 0.6162 -0.1172 0.0842 -0.012 -0.029 -1.611
0.54 1.6 -18.7 -26.2 0.19 -0.00 -1.03 0 0 0 0.0902 0.0567 -0.1585 -0.007 -0.021 -1.612
0.57 0.9 -19.0 -25.9 0.10 0.11 -0.96 0 0 0 0.2595 -0.1121 -0.0608 -0.001 -0.024 -1.616
0.60 0.9 -19.0 -25.9 0.02 0.04 -0.99 0 0 0 0.5987 -0.0009 0.1775 -0.001 -0.001 -1.610
0.63 0.5 -19.4 -26.5 0.11 -0.11 -1.06 0 0 0 0.5529 0.1934 0.0381 0.003 0.017 -1.609
