iPhone Sensor Log from Crossbow started at Dec 16, 2011 19:53:00 Pacific Standard Time.
ElapsedTime(s) xMag(uT) yMag(uT) zMag(uT) xAccel(g) yAccel(g) zAccel(g) latitude(deg) longitude(deg) altitude(m) xRate(rad/sec) yRate(rad/sec) zRate(rad/sec) roll(rad) pitch(rad) yaw(rad)
0.03 4.4 -20.3 -24.8 0.07 -0.00 -1.00 0 0 0 0.0496 0.2245 -0.0302 0.081 0.011 -2.024
0.06 4.9 -21.5 -23.9 0.10 -0.02 -1.00 0 0 0 0.0585 0.0360 0.0266 0.085 0.014 -2.024
0.10 4.9 -21.5 -23.9 0.10 -0.01 -0.97 0 0 0 0.1150 -0.0146 0.0418 0.085 0.015 -2.024
0.13 5.1 -21.5 -23.7 0.09 0.00 -0.99 0 0 0 -0.1405 0.1182 -0.0548 0.088 0.015 -2.025
0.16 5.1 -21.5 -23.7 0.07 -0.02 -1.02 0 0 0 -0.2990 -0.2202 0.0358 0.085 0.007 -2.026
0.19 4.6 -21.5 -24.0 0.09 -0.01 -1.03 0 0 0 -0.0585 -0.0672 -0.0019 0.075 0.002 -2.022
0.22 4.6 -21.5 -24.0 0.07 0.03 -1.00 0 0 0 -0.0543 0.1205 -0.0312 0.076 -0.001 -2.024
0.25 4.8 -21.0 -24.8 0.07 0.00 -0.99 0 0 0 0.0035 -0.0276 0.0413 0.076 -0.001 -2.024
0.28 4.8 -21.0 -24.8 0.11 -0.00 -1.01 0 0 0 -0.0628 -0.1992 0.0010 0.072 -0.003 -2.023
0.32 3.7 -19.1 -25.1 0.09 0.03 -1.02 0 0 0 -0.0236 -0.1075 0.0168 0.069 -0.005 -2.024
0.35 3.7 -19.1 -25.1 0.07 0.01 -1.01 0 0 0 -0.0185 0.0280 0.1348 0.068 -0.006 -2.022
0.38 3.5 -19.0 -25.4 0.09 -0.01 -1.04 0 0 0 -0.1024 -0.2181 0.0279 0.063 -0.007 -2.017
0.41 3.5 -19.0 -25.4 0.09 0.03 -1.06 0 0 0 -0.0815 -0.1904 -0.1488 0.058 -0.010 -2.020
0.44 4.1 -20.1 -25.3 0.16 0.03 -1.06 0 0 0 -0.0651 -0.0504 -0.1819 0.057 -0.013 -2.025
0.47 4.1 -20.1 -25.3 0.24 0.03 -1.07 0 0 0 -0.0844 -0.3486 -0.1957 0.060 -0.016 -2.031
0.50 4.0 -19.8 -25.0 0.24 0.07 -1.05 0 0 0 -0.1731 -0.5839 -0.2788 0.047 -0.021 -2.038
0.53 4.0 -19.8 -25.0 0.17 0.03 -1.03 0 0 0 -0.2203 -0.5994 -0.4939 0.030 -0.025 -2.049
0.56 3.8 -19.4 -25.2 0.19 -0.02 -0.99 0 0 0 -0.2523 -0.0266 0.1955 0.028 -0.039 -2.054
0.60 3.8 -19.4 -25.2 0.28 0.04 -0.98 0 0 0 0.1208 0.0368 0.0431 0.038 -0.037 -2.050
0.63 3.9 -20.2 -25.4 0.25 0.07 -0.96 0 0 0 0.4447 -0.0449 0.0341 0.047 -0.030 -2.050
0.66 3.9 -20.2 -25.4 0.20 0.00 -0.98 0 0 0 0.2325 -0.0806 0.0860 0.055 -0.017 -2.049
0.69 3.2 -20.6 -26.0 0.22 -0.00 -0.97 0 0 0 0.0844 -0.1313 0.3296 0.060 -0.013 -2.044
0.72 3.2 -20.6 -26.0 0.19 0.00 -0.97 0 0 0 0.2639 0.1676 0.1188 0.075 -0.004 -2.036
0.75 3.2 -20.8 -25.8 0.12 0.04 -0.97 0 0 0 0.2234 -0.0866 -0.0348 0.079 0.004 -2.037
0.78 3.2 -20.8 -25.8 0.08 -0.00 -0.96 0 0 0 0.0983 -0.1840 0.1726 0.076 0.004 -2.036
0.82 2.6 -20.2 -25.2 0.10 -0.09 -1.06 0 0 0 -0.1156 -0.1351 0.2884 0.072 0.005 -2.029
0.85 2.6 -20.2 -25.2 0.10 -0.09 -1.06 0 0 0 -0.0850 -0.0243 0.0008 0.071 0.005 -2.025
0.88 2.0 -19.8 -25.6 0.04 0.06 -1.03 0 0 0 0.2144 0.0677 -0.0142 0.070 0.004 -2.026
0.91 2.0 -19.8 -25.6 0.04 0.02 -1.01 0 0 0 0.3244 0.0903 0.3765 0.073 0.020 -2.018
0.94 1.8 -20.1 -26.3 0.03 -0.04 -1.09 0 0 0 -0.2964 -0.1191 0.2229 0.071 0.020 -2.011
0.97 1.8 -20.1 -26.3 -0.04 0.01 -1.12 0 0 0 -0.0685 -0.1020 0.1522 0.065 0.012 -2.006
1.00 2.1 -20.6 -25.9 -0.04 0.03 -1.03 0 0 0 0.8210 0.1166 0.2317 0.059 0.028 -2.002
1.03 2.1 -20.6 -25.9 -0.13 -0.05 -0.98 0 0 0 0.2280 -0.2652 0.2062 0.054 0.043 -1.997
1.07 1.8 -20.7 -25.7 -0.23 -0.02 -1.06 0 0 0 -0.2581 -0.2133 -0.0160 0.029 0.032 -1.989
1.10 1.8 -20.7 -25.7 -0.26 -0.00 -1.06 0 0 0 0.1141 -0.3474 -0.0647 0.005 0.028 -1.992
1.13 0.5 -21.8 -24.7 -0.31 0.01 -0.97 0 0 0 0.3119 -0.0216 0.2916 -0.014 0.034 -1.988
1.16 0.5 -21.8 -24.7 -0.35 -0.02 -0.94 0 0 0 -0.1353 0.3098 0.6620 -0.034 0.037 -1.969
1.19 -0.2 -21.5 -25.0 -0.32 -0.05 -0.93 0 0 0 -0.3244 0.6167 0.6117 -0.025 0.028 -1.952
1.22 -0.2 -21.5 -25.0 -0.25 -0.03 -0.90 0 0 0 -0.0213 0.3386 0.2562 -0.013 0.024 -1.943
1.25 -1.7 -21.1 -25.9 -0.21 -0.05 -0.96 0 0 0 0.0244 -0.1420 0.3767 -0.028 0.028 -1.930
1.28 -1.7 -21.1 -25.9 -0.20 -0.09 -1.00 0 0 0 0.1145 -0.0954 0.2616 -0.039 0.033 -1.921
1.31 -1.4 -21.3 -24.9 -0.14 -0.06 -1.01 0 0 0 -0.0375 0.0018 0.1055 -0.045 0.036 -1.917
1.35 -1.4 -21.3 -24.9 -0.09 -0.01 -1.03 0 0 0 -0.0340 -0.0293 0.1493 -0.050 0.032 -1.915
1.38 -0.2 -21.7 -24.4 -0.11 -0.05 -1.02 0 0 0 -0.1080 0.1597 0.2161 -0.055 0.034 -1.907
1.41 -0.2 -21.7 -24.4 -0.08 -0.06 -1.00 0 0 0 -0.1252 0.3133 0.1804 -0.051 0.032 -1.904
1.44 -0.6 -22.4 -25.3 -0.04 -0.05 -0.98 0 0 0 0.2403 -0.1757 0.0293 -0.049 0.037 -1.901
1.47 -0.6 -22.4 -25.3 -0.03 -0.04 -1.00 0 0 0 0.0636 -0.0608 0.0370 -0.053 0.041 -1.900
1.50 -0.6 -22.2 -24.8 -0.03 -0.03 -0.97 0 0 0 0.0550 0.0091 0.0295 -0.052 0.042 -1.900
1.53 -0.6 -22.2 -24.8 -0.04 -0.04 -0.97 0 0 0 -0.0805 0.0575 -0.0010 -0.050 0.041 -1.901
1.56 -0.4 -22.5 -24.8 -0.03 -0.03 -0.96 0 0 0 0.0437 -0.1270 -0.0237 -0.051 0.040 -1.902
1.60 -0.4 -22.5 -24.8 -0.02 -0.04 -0.95 0 0 0 -0.0642 -0.0404 -0.1151 -0.057 0.042 -1.906
1.63 -0.1 -21.8 -24.9 -0.03 -0.05 -0.86 0 0 0 -0.0706 0.1781 -0.2145 -0.053 0.040 -1.911
1.66 -0.1 -21.8 -24.9 0.01 -0.04 -0.83 0 0 0 0.1650 0.0053 -0.2403 -0.050 0.041 -1.918
1.69 -0.7 -21.4 -25.0 -0.02 -0.08 -0.78 0 0 0 0.3845 -0.2086 -0.3885 -0.056 0.054 -1.929
1.72 -0.7 -21.4 -25.0 -0.04 -0.07 -0.73 0 0 0 0.4648 0.1563 -0.4255 -0.055 0.066 -1.940
1.75 -0.5 -21.3 -24.4 0.03 -0.04 -0.77 0 0 0 0.6117 0.1722 -0.2874 -0.050 0.081 -1.950
1.78 -0.5 -21.3 -24.4 -0.00 -0.13 -0.79 0 0 0 0.8620 -0.1574 -0.2416 -0.051 0.116 -1.959
1.81 -0.6 -21.8 -24.4 -0.08 -0.09 -0.69 0 0 0 0.9490 -0.0695 -0.1959 -0.053 0.140 -1.964
1.85 -0.6 -21.8 -24.4 -0.02 -0.11 -0.72 0 0 0 0.7043 0.0104 -0.2243 -0.053 0.163 -1.969
1.88 -0.5 -24.4 -22.5 -0.01 -0.20 -0.97 0 0 0 -0.2332 0.0676 -0.2246 -0.053 0.169 -1.975
1.91 -0.5 -24.4 -22.5 -0.10 -0.05 -1.07 0 0 0 -0.8665 -0.0781 0.0527 -0.046 0.142 -1.980
1.94 -0.0 -24.3 -22.0 -0.05 -0.04 -0.88 0 0 0 -0.2621 0.0469 -0.1558 -0.049 0.126 -1.982
1.97 -0.0 -24.3 -22.0 0.13 -0.13 -1.03 0 0 0 0.3735 0.7429 0.4172 -0.021 0.141 -1.982
