iPhone Sensor Log from Crossbow started at Dec 14, 2011 1:36:36 AM Pacific Standard Time.
ElapsedTime(s) xMag(uT) yMag(uT) zMag(uT) xAccel(g) yAccel(g) zAccel(g) latitude(deg) longitude(deg) altitude(m) xRate(rad/sec) yRate(rad/sec) zRate(rad/sec) roll(rad) pitch(rad) yaw(rad)
2.38 -7.7 -10.4 -26.7 0.41 -0.49 -0.70 37.428012 -122.174242 34.6 -0.3064 -0.7444 0.2010 0.476 0.585 1.551
2.41 -7.7 -10.4 -26.7 0.33 -0.53 -0.79 37.428012 -122.174242 34.6 -0.3799 -0.7508 0.3257 0.447 0.581 1.565
2.44 -8.2 -10.5 -27.0 0.40 -0.62 -0.90 37.428012 -122.174242 34.6 -0.5685 -0.6459 0.3020 0.419 0.572 1.581
2.47 -8.2 -10.5 -27.0 0.35 -0.52 -0.85 37.428012 -122.174242 34.6 -0.3295 -0.8281 0.2567 0.374 0.554 1.607
2.50 -9.5 -9.4 -26.6 0.37 -0.52 -0.74 37.428012 -122.174242 34.6 0.0564 -0.5975 0.2402 0.352 0.557 1.613
2.53 -9.5 -9.4 -26.6 0.20 -0.57 -0.84 37.428012 -122.174242 34.6 -0.4369 -0.7535 0.4469 0.326 0.556 1.627
2.57 -11.1 -8.9 -26.5 0.16 -0.59 -0.98 37.428012 -122.174242 34.6 -0.9804 -0.6272 0.3133 0.283 0.533 1.654
2.60 -11.1 -8.9 -26.5 0.19 -0.57 -0.96 37.428012 -122.174242 34.6 -0.8560 -0.4558 0.1708 0.261 0.510 1.669
2.63 -12.7 -7.4 -26.6 0.11 -0.56 -0.94 37.428012 -122.174242 34.6 -0.6420 -0.4184 0.3137 0.242 0.492 1.682
2.66 -12.7 -7.4 -26.6 0.10 -0.54 -0.91 37.428012 -122.174242 34.6 -0.4228 -0.4705 0.4344 0.222 0.481 1.699
2.69 -14.0 -6.5 -26.9 0.14 -0.51 -0.86 37.428012 -122.174242 34.6 -0.2315 -0.6341 0.2448 0.190 0.477 1.716
2.72 -14.0 -6.5 -26.9 0.10 -0.48 -0.85 37.428012 -122.174242 34.6 -0.1953 -0.5860 0.2698 0.159 0.474 1.729
2.75 -14.4 -6.5 -27.0 0.09 -0.51 -0.91 37.428012 -122.174242 34.6 -0.3285 -0.6467 0.2616 0.132 0.472 1.741
2.78 -14.4 -6.5 -27.0 0.06 -0.51 -0.95 37.428012 -122.174242 34.6 -0.3713 -0.6804 0.1957 0.109 0.463 1.749
2.82 -15.7 -5.5 -26.5 0.07 -0.44 -0.95 37.428012 -122.174242 34.6 -0.4241 -0.5555 0.1720 0.088 0.453 1.756
2.85 -15.7 -5.5 -26.5 0.10 -0.40 -0.89 37.428012 -122.174242 34.6 -0.3729 -0.3941 0.0331 0.072 0.437 1.760
2.88 -16.6 -4.7 -25.5 0.10 -0.40 -0.89 37.428012 -122.174242 34.6 -0.3009 -0.3123 0.1179 0.065 0.426 1.761
2.91 -16.6 -4.7 -25.5 0.08 -0.38 -0.90 37.428012 -122.174242 34.6 -0.3279 -0.2480 0.1955 0.057 0.413 1.765
2.94 -18.1 -3.5 -24.8 0.05 -0.39 -0.97 37.428012 -122.174242 34.6 -0.1963 -0.2984 0.2356 0.046 0.404 1.773
2.97 -18.1 -3.5 -24.8 0.03 -0.39 -0.95 37.428012 -122.174242 34.6 0.0394 -0.2216 0.2571 0.035 0.401 1.781
3.00 -18.7 -3.3 -24.9 0.05 -0.37 -0.87 37.428012 -122.174242 34.6 0.3690 -0.1751 0.3101 0.023 0.412 1.794
3.03 -18.7 -3.3 -24.9 0.03 -0.36 -0.83 37.428012 -122.174242 34.6 0.2840 -0.3570 0.4131 0.011 0.422 1.805
3.07 -19.3 -3.3 -25.2 0.02 -0.39 -0.82 37.428012 -122.174242 34.6 0.4128 -0.4205 0.4953 -0.007 0.432 1.819
3.10 -19.3 -3.3 -25.2 -0.04 -0.39 -0.77 37.428012 -122.174242 34.6 0.2957 -0.5621 0.6245 -0.035 0.447 1.843
3.13 -19.8 -3.4 -25.6 -0.08 -0.41 -0.80 37.428012 -122.174242 34.6 0.0236 -0.5162 0.6754 -0.060 0.449 1.863
3.16 -19.8 -3.4 -25.6 -0.11 -0.43 -0.85 37.428012 -122.174242 34.6 -0.1248 -0.5256 0.6572 -0.083 0.446 1.884
3.19 -21.0 -3.3 -24.6 -0.13 -0.44 -0.87 37.428012 -122.174242 34.6 -0.1097 -0.4814 0.5826 -0.107 0.442 1.903
3.22 -21.0 -3.3 -24.6 -0.14 -0.43 -0.85 37.428012 -122.174242 34.6 -0.1246 -0.4540 0.6352 -0.140 0.434 1.933
3.25 -22.1 -2.6 -23.7 -0.16 -0.42 -0.86 37.428012 -122.174242 34.6 -0.2414 -0.5717 0.6441 -0.163 0.426 1.952
3.28 -22.1 -2.6 -23.7 -0.16 -0.40 -0.90 37.428012 -122.174242 34.6 -0.2048 -0.6300 0.6482 -0.189 0.417 1.971
