iPhone Sensor Log from Crossbow started at Dec 14, 2011 1:35:14 AM Pacific Standard Time.
ElapsedTime(s) xMag(uT) yMag(uT) zMag(uT) xAccel(g) yAccel(g) zAccel(g) latitude(deg) longitude(deg) altitude(m) xRate(rad/sec) yRate(rad/sec) zRate(rad/sec) roll(rad) pitch(rad) yaw(rad)
2.19 -14.1 -16.3 -2.5 0.07 -0.70 -0.27 37.428012 -122.174242 34.6 -0.5044 -1.9412 0.9919 0.065 1.248 0.917
2.22 -14.1 -16.3 -2.5 -0.04 -0.71 -0.37 37.428012 -122.174242 34.6 -0.6589 -1.4432 1.2371 -0.074 1.233 1.016
2.25 -15.8 -16.7 -1.4 -0.20 -0.73 -0.38 37.428012 -122.174242 34.6 -0.7142 -1.3527 1.4057 -0.205 1.208 1.115
2.28 -15.8 -16.7 -1.4 -0.20 -0.73 -0.38 37.428012 -122.174242 34.6 -0.5926 -1.2517 1.3044 -0.324 1.181 1.203
2.32 -17.6 -16.0 0.3 -0.22 -0.74 -0.36 37.428012 -122.174242 34.6 -0.6055 -0.7934 1.2692 -0.445 1.143 1.292
2.35 -17.6 -16.0 0.3 -0.18 -0.75 -0.38 37.428012 -122.174242 34.6 -0.6763 -0.5540 1.2532 -0.510 1.112 1.346
2.38 -19.2 -15.0 0.3 -0.30 -0.69 -0.40 37.428012 -122.174242 34.6 -0.6705 -0.7305 1.3683 -0.572 1.076 1.394
2.41 -19.2 -15.0 0.3 -0.24 -0.71 -0.42 37.428012 -122.174242 34.6 -0.6623 -0.5933 1.2667 -0.626 1.041 1.435
2.44 -22.5 -14.2 0.5 -0.32 -0.64 -0.37 37.428012 -122.174242 34.6 -0.6224 -0.9734 1.6796 -0.716 0.976 1.500
2.47 -22.5 -14.2 0.5 -0.57 -0.61 -0.32 37.428012 -122.174242 34.6 -0.8389 -0.8782 1.7219 -0.775 0.927 1.539
2.50 -24.1 -13.0 1.3 -0.59 -0.58 -0.50 37.428012 -122.174242 34.6 -0.9549 -0.6739 1.4600 -0.811 0.876 1.560
2.53 -24.1 -13.0 1.3 -0.54 -0.60 -0.50 37.428012 -122.174242 34.6 -0.8196 -0.8891 1.4087 -0.844 0.831 1.573
2.56 -25.4 -11.4 2.3 -0.56 -0.53 -0.55 37.428012 -122.174242 34.6 -0.7167 -0.7068 1.5602 -0.887 0.770 1.594
2.60 -25.4 -11.4 2.3 -0.66 -0.46 -0.54 37.428012 -122.174242 34.6 -0.5526 -0.7605 1.6496 -0.923 0.723 1.614
2.63 -26.5 -10.6 3.3 -0.67 -0.41 -0.50 37.428012 -122.174242 34.6 -0.4505 -0.6141 1.6872 -0.955 0.678 1.636
