iPhone Sensor Log from Crossbow started at Dec 14, 2011 12:39:52 AM Pacific Standard Time.
ElapsedTime(s) xMag(uT) yMag(uT) zMag(uT) xAccel(g) yAccel(g) zAccel(g) latitude(deg) longitude(deg) altitude(m) xRate(rad/sec) yRate(rad/sec) zRate(rad/sec) roll(rad) pitch(rad) yaw(rad)
1.38 10.8 -36.2 7.6 0.17 -0.17 -0.04 37.428012 -122.174173 37.7 0.9815 -3.7804 0.5143 1.847 0.783 0.428
1.41 10.8 -36.2 7.6 0.27 -0.10 -0.12 37.428012 -122.174173 37.7 0.7916 -3.6887 0.4114 1.769 0.789 0.392
1.44 12.9 -36.5 7.6 0.21 -0.09 -0.27 37.428012 -122.174173 37.7 0.9219 -3.7951 0.5563 1.691 0.797 0.355
1.47 12.9 -36.5 7.6 0.30 -0.18 -0.47 37.428012 -122.174173 37.7 1.0957 -4.4201 1.2170 1.607 0.821 0.311
1.50 14.5 -36.8 6.6 0.30 -0.18 -0.47 37.428012 -122.174173 37.7 1.4448 -4.2976 2.0498 1.501 0.883 0.238
1.53 14.5 -36.8 6.6 0.20 -0.35 -0.48 37.428012 -122.174173 37.7 0.4007 -3.8747 2.5703 1.413 0.952 0.206
1.56 13.2 -38.2 2.5 0.01 -0.51 -0.76 37.428012 -122.174173 37.7 -1.0628 -3.1375 2.5733 1.253 1.020 0.275
1.60 13.2 -38.2 2.5 0.22 -0.44 -0.96 37.428012 -122.174173 37.7 -2.3589 -1.9125 2.1822 0.997 1.068 0.470
1.63 8.1 -38.2 -2.7 0.29 -0.39 -1.23 37.428012 -122.174173 37.7 -1.9616 -2.3166 2.4145 0.698 1.076 0.722
1.66 8.1 -38.2 -2.7 0.21 -0.41 -1.14 37.428012 -122.174173 37.7 -2.1050 -2.1289 2.6328 0.471 1.069 0.908
1.69 -2.9 -34.6 -10.7 0.11 -0.42 -1.22 37.428012 -122.174173 37.7 -2.2981 -1.7457 2.8582 0.254 1.039 1.098
1.72 -2.9 -34.6 -10.7 0.02 -0.44 -1.31 37.428012 -122.174173 37.7 -2.4426 -1.6057 2.9868 0.059 0.985 1.269
1.75 -10.8 -30.3 -13.7 -0.11 -0.50 -1.65 37.428012 -122.174173 37.7 -2.4881 -1.3707 3.2086 -0.146 0.885 1.459
1.78 -10.8 -30.3 -13.7 -0.22 -0.59 -1.87 37.428012 -122.174173 37.7 -2.4031 -0.7538 3.6311 -0.263 0.799 1.578
