iPhone Sensor Log from Crossbow started at Nov 18, 2011 15:05:34 Pacific Standard Time.
ElapsedTime(s) xMag(uT) yMag(uT) zMag(uT) xAccel(g) yAccel(g) zAccel(g) latitude(deg) longitude(deg) altitude(m) xRate(rad/sec) yRate(rad/sec) zRate(rad/sec) roll(rad) pitch(rad) yaw(rad)
0.94 -9.5 -43.4 -19.4 0.21 0.09 0.05 37.425961 -122.151840 12.2 -0.3066 -1.5879 -2.5764 -0.250 0.675 -1.030
0.97 -9.5 -43.4 -19.4 0.34 0.00 0.01 37.425961 -122.151840 12.2 -1.0464 -0.6016 -1.7905 -0.227 0.668 -1.106
1.00 -6.0 -44.3 -18.2 0.27 -0.01 -0.25 37.425961 -122.151840 12.2 -1.6931 -0.6914 -1.8616 -0.201 0.640 -1.173
1.04 -6.0 -44.3 -18.2 0.70 0.05 -0.40 37.425961 -122.151840 12.2 -1.1140 -1.6828 -2.2792 -0.185 0.604 -1.282
1.07 -1.7 -44.1 -19.2 0.65 0.22 -0.15 37.425961 -122.151840 12.2 -0.5117 -1.0434 -1.3623 -0.189 0.597 -1.339
1.10 -1.7 -44.1 -19.2 0.64 0.13 -0.63 37.425961 -122.151840 12.2 -2.3279 -0.0262 -0.9541 -0.172 0.547 -1.395
1.13 2.8 -41.1 -23.5 0.72 0.24 -0.88 37.425961 -122.151840 12.2 -1.8141 0.0235 -0.8779 -0.147 0.478 -1.446
1.16 2.8 -41.1 -23.5 0.85 0.30 -1.01 37.425961 -122.151840 12.2 -2.2285 0.2131 -0.4866 -0.130 0.429 -1.473
1.19 4.6 -37.9 -27.3 0.77 0.24 -1.36 37.425961 -122.151840 12.2 -2.7257 0.4240 -0.0834 -0.112 0.341 -1.491
1.22 4.6 -37.9 -27.3 0.91 0.29 -1.63 37.425961 -122.151840 12.2 -2.6512 0.3074 -0.0272 -0.099 0.271 -1.501
1.25 6.9 -32.6 -32.0 0.74 0.41 -1.76 37.425961 -122.151840 12.2 -2.0087 -0.1250 0.7489 -0.100 0.209 -1.497
1.29 6.9 -32.6 -32.0 0.52 0.33 -1.99 37.425961 -122.151840 12.2 -2.5204 0.6512 1.6452 -0.097 0.100 -1.441
1.32 6.9 -29.1 -35.4 0.54 0.33 -1.99 37.425961 -122.151840 16.7 -1.6570 0.3432 1.5171 -0.085 0.041 -1.406
1.35 6.9 -29.1 -35.4 0.10 0.21 -2.00 37.425961 -122.151840 16.7 -1.1459 0.6628 2.4330 -0.072 -0.007 -1.338
1.38 5.6 -23.8 -40.0 -0.36 0.03 -2.00 37.425961 -122.151840 16.7 -0.7224 0.6986 2.2642 -0.050 -0.036 -1.275
1.41 5.6 -23.8 -40.0 -0.65 -0.07 -2.00 37.425961 -122.151840 16.7 -0.1391 0.6291 1.7797 -0.032 -0.046 -1.224
1.44 4.4 -21.9 -41.0 -0.64 -0.07 -1.76 37.425961 -122.151840 16.7 -0.1654 1.1672 1.5489 0.006 -0.053 -1.163
1.47 4.4 -21.9 -41.0 -0.59 -0.14 -1.51 37.425961 -122.151840 16.7 0.3427 1.1792 0.8796 0.051 -0.046 -1.124
1.50 4.7 -21.5 -41.1 -0.62 -0.09 -1.33 37.425961 -122.151840 16.7 0.4933 0.4899 1.0403 0.073 -0.034 -1.099
