iPhone Sensor Log from Crossbow started at Dec 14, 2011 1:38:08 AM Pacific Standard Time.
ElapsedTime(s) xMag(uT) yMag(uT) zMag(uT) xAccel(g) yAccel(g) zAccel(g) latitude(deg) longitude(deg) altitude(m) xRate(rad/sec) yRate(rad/sec) zRate(rad/sec) roll(rad) pitch(rad) yaw(rad)
1.03 -19.7 -17.4 -18.7 -1.95 1.93 -2.01 37.428012 -122.174242 34.6 -0.3091 -3.4863 15.4385 -0.909 -0.300 -1.048
1.06 -19.7 -17.4 -18.7 -1.95 1.93 -2.01 37.428012 -122.174242 34.6 5.3043 -4.6219 11.1791 -0.874 -0.540 -0.717
1.10 -27.0 14.7 -6.1 -1.95 1.94 -1.68 37.428012 -122.174242 34.6 9.3042 -5.0302 9.3316 -0.823 -0.591 -0.190
1.13 -27.0 14.7 -6.1 -1.95 1.93 -2.01 37.428012 -122.174242 34.6 8.2865 4.9319 8.6965 -0.544 -0.577 0.243
1.16 -21.3 27.7 -6.2 -1.97 1.95 -0.23 37.428012 -122.174242 34.6 9.6144 1.1845 4.0771 -0.305 -0.416 0.526
1.19 -21.3 27.7 -6.2 -1.98 1.47 0.70 37.428012 -122.174242 34.6 9.5644 -1.4746 2.0527 -0.287 -0.175 0.685
1.22 -12.1 25.7 -21.8 -1.17 0.71 0.61 37.428012 -122.174242 34.6 6.0653 2.8279 -0.0709 -0.244 0.089 0.791
1.25 -12.1 25.7 -21.8 -0.52 0.42 0.16 37.428012 -122.174242 34.6 3.2697 2.4890 -1.1100 -0.132 0.262 0.797
1.28 -7.7 15.3 -32.2 -0.19 0.25 -0.03 37.428012 -122.174242 34.6 1.6270 0.5402 -1.3262 -0.087 0.326 0.768
1.32 -7.7 15.3 -32.2 -0.14 0.05 -0.05 37.428012 -122.174242 34.6 1.6228 0.8897 -1.5708 -0.058 0.372 0.728
1.35 -2.8 1.7 -36.1 0.26 -0.01 -0.30 37.428012 -122.174242 34.6 1.2914 1.6308 -1.9983 0.020 0.429 0.659
1.38 -2.8 1.7 -36.1 0.31 -0.12 -0.15 37.428012 -122.174242 34.6 1.4716 1.8741 -2.2624 0.099 0.464 0.589
1.41 0.2 -3.1 -36.1 -0.15 -0.34 -0.29 37.428012 -122.174242 34.6 1.3405 1.1238 -2.0240 0.171 0.494 0.514
1.44 0.2 -3.1 -36.1 0.15 -0.25 -0.47 37.428012 -122.174242 34.6 1.6115 2.1154 -1.7788 0.249 0.525 0.447
