iPhone Sensor Log from Crossbow started at Dec 14, 2011 12:36:29 AM Pacific Standard Time.
ElapsedTime(s) xMag(uT) yMag(uT) zMag(uT) xAccel(g) yAccel(g) zAccel(g) latitude(deg) longitude(deg) altitude(m) xRate(rad/sec) yRate(rad/sec) zRate(rad/sec) roll(rad) pitch(rad) yaw(rad)
1.28 -0.6 -19.7 12.4 -0.04 -0.10 -0.26 37.428067 -122.174094 34.0 -2.6711 -1.7889 2.6899 0.129 1.307 0.794
1.32 -0.6 -19.7 12.4 -0.09 -0.09 -0.44 37.428067 -122.174094 34.0 -2.5414 -2.1913 2.9038 -0.173 1.233 1.052
1.35 -2.2 -20.7 10.1 -0.35 0.04 -0.44 37.428067 -122.174094 34.0 -2.4257 -2.6535 3.1145 -0.398 1.143 1.220
1.38 -2.2 -20.7 10.1 -0.48 0.14 -0.52 37.428031 -122.174042 34.0 -2.6231 -2.3994 3.2195 -0.559 1.040 1.320
1.41 -5.6 -21.5 7.6 -0.59 0.29 -0.87 37.428031 -122.174042 34.0 -2.5900 -1.8164 3.4524 -0.693 0.869 1.394
1.44 -5.6 -21.5 7.6 -0.60 0.38 -0.89 37.428031 -122.174042 34.0 -2.2970 -2.0555 3.4423 -0.803 0.717 1.442
1.47 -8.5 -20.5 6.5 -0.64 0.51 -1.03 37.428031 -122.174042 34.0 -2.4601 -1.5970 3.6157 -0.866 0.600 1.463
1.50 -8.5 -20.5 6.5 -0.76 0.54 -1.22 37.428031 -122.174042 34.0 -1.7682 -1.5072 3.9379 -0.920 0.479 1.486
1.53 -13.7 -16.6 6.3 -0.76 0.55 -1.24 37.428031 -122.174042 34.0 -1.0702 -1.2074 4.1399 -0.975 0.367 1.526
1.56 -13.7 -16.6 6.3 -0.89 0.63 -1.07 37.428031 -122.174042 34.0 -0.2228 -1.2085 4.3992 -1.038 0.219 1.595
1.60 -16.9 -12.2 6.4 -0.82 0.63 -1.01 37.428031 -122.174042 34.0 0.2195 -1.0157 4.3063 -1.080 0.115 1.657
1.63 -16.9 -12.2 6.4 -1.11 1.06 -0.89 37.428031 -122.174042 34.0 0.5101 -1.2474 4.5650 -1.113 0.010 1.723
1.66 -19.2 -2.6 7.9 -1.42 1.10 -1.09 37.428031 -122.174042 34.0 1.0380 -0.9581 5.1510 -1.154 -0.141 1.827
1.69 -19.2 -2.6 7.9 -1.57 1.23 -1.32 37.428031 -122.174042 34.0 1.8983 -0.0773 4.9008 -1.145 -0.292 1.956
1.72 -18.1 4.8 8.2 -1.58 1.49 -1.45 37.428031 -122.174042 34.0 3.2516 0.3137 4.5942 -1.095 -0.378 2.085
1.75 -18.1 4.8 8.2 -1.95 1.62 -1.09 37.428031 -122.174042 34.0 4.7614 0.5702 4.7929 -1.013 -0.435 2.266
1.78 -14.0 13.3 5.5 -1.96 1.51 -1.38 37.428031 -122.174042 34.0 5.3675 2.0890 4.5408 -0.883 -0.456 2.480
1.82 -14.0 13.3 5.5 -1.87 1.34 -1.36 37.428031 -122.174042 34.0 6.2842 3.8052 3.7010 -0.655 -0.410 2.759
1.85 -10.5 15.3 -0.4 -1.73 1.08 -1.03 37.428031 -122.174042 34.0 6.2559 5.5942 3.4979 -0.452 -0.314 2.954
1.88 -10.5 15.3 -0.4 -1.32 0.57 -0.60 37.428031 -122.174042 34.0 5.5783 5.9602 2.7673 -0.250 -0.189 3.092
1.91 -4.9 13.0 -11.2 -1.17 0.27 -0.68 37.428031 -122.174042 34.0 4.2155 4.4414 2.1312 -0.098 -0.068 -3.098
1.94 -4.9 13.0 -11.2 -0.70 0.13 -0.12 37.428031 -122.174042 34.0 3.9490 2.6009 0.0162 0.061 0.108 -3.058
1.97 -1.9 10.2 -14.8 -1.08 -0.10 -0.71 37.428031 -122.174042 34.0 1.6772 1.4221 -0.5116 0.117 0.185 -3.074
2.00 -1.9 10.2 -14.8 -0.62 -0.20 -0.77 37.428031 -122.174042 34.0 1.3423 1.2109 -0.5096 0.141 0.217 -3.088
2.03 -0.1 7.1 -16.5 0.02 -0.09 -0.81 37.428031 -122.174042 34.0 0.4779 0.1650 -0.7566 0.149 0.231 -3.108
2.07 -0.1 7.1 -16.5 0.03 -0.10 -0.84 37.428031 -122.174042 34.0 0.0039 -0.2530 0.0760 0.157 0.238 -3.115
2.10 -0.8 6.0 -16.6 -0.03 -0.22 -0.89 37.428031 -122.174042 34.0 0.4034 -0.7493 -0.1317 0.122 0.242 -3.115
2.13 -0.8 6.0 -16.6 0.01 -0.25 -0.80 37.428031 -122.174042 34.0 0.4399 -0.8826 0.0625 0.097 0.255 -3.116
2.16 -1.6 5.6 -16.6 -0.03 -0.24 -1.01 37.428031 -122.174042 34.0 -0.2455 -0.2451 0.1176 0.062 0.254 -3.109
2.19 -1.6 5.6 -16.6 -0.18 -0.18 -1.02 37.428031 -122.174042 34.0 0.3709 -1.1910 0.1279 0.019 0.254 -3.101
2.22 -2.7 6.0 -17.7 -0.08 -0.43 -0.47 37.428031 -122.174042 34.0 0.8456 -1.2774 -0.0846 -0.016 0.272 -3.100
2.25 -2.7 6.0 -17.7 -0.07 -0.31 -0.97 37.428031 -122.174042 34.0 0.4434 1.2709 0.2197 -0.018 0.296 -3.101
2.28 -3.2 5.9 -18.5 -0.07 -0.31 -0.97 37.428031 -122.174042 34.0 -0.8044 1.2027 0.2772 0.012 0.284 -3.087
2.32 -3.2 5.9 -18.5 0.11 -0.18 -1.01 37.428031 -122.174042 34.0 -0.8476 1.3296 -0.4103 0.060 0.249 -3.094
2.35 -2.1 6.1 -18.4 0.17 -0.27 -1.08 37.428031 -122.174042 34.0 -0.6198 0.3775 -0.2685 0.083 0.228 -3.102
2.38 -2.1 6.1 -18.4 0.14 -0.29 -1.12 37.428035 -122.174046 34.0 -0.3617 0.4095 0.2130 0.092 0.216 -3.099
2.41 -1.1 6.0 -17.7 0.14 -0.24 -1.00 37.428035 -122.174046 34.0 -0.0640 0.4950 0.0881 0.108 0.214 -3.095
2.44 -1.1 6.0 -17.7 0.11 -0.24 -0.98 37.428035 -122.174046 34.0 -0.1345 0.3322 0.1682 0.128 0.217 -3.090
2.47 -0.3 5.9 -17.9 0.13 -0.22 -1.00 37.428035 -122.174046 34.0 0.0618 0.3658 0.1299 0.139 0.217 -3.086
2.50 -0.3 5.9 -17.9 0.20 -0.24 -0.91 37.428035 -122.174046 34.0 0.3184 0.7458 -0.0305 0.160 0.227 -3.087
2.53 0.0 6.1 -18.4 0.16 -0.22 -0.97 37.428035 -122.174046 34.0 0.1560 0.7435 -0.0643 0.182 0.233 -3.090
