iPhone Sensor Log from Crossbow started at Nov 17, 2011 15:22:08 Pacific Standard Time.
ElapsedTime(s) xMag(uT) yMag(uT) zMag(uT) xAccel(g) yAccel(g) zAccel(g) latitude(deg) longitude(deg) altitude(m) xRate(rad/sec) yRate(rad/sec) zRate(rad/sec) roll(rad) pitch(rad) yaw(rad)
1.57 -31.3 -8.7 -38.0 0.01 -0.21 0.03 37.425983 -122.151788 15.6 0.6512 -2.1658 -1.9970 -0.203 0.512 -0.242
1.60 -32.4 -16.3 -34.3 0.05 -0.14 -0.19 37.425983 -122.151788 15.6 -0.6381 -1.2394 -2.3852 -0.227 0.535 -0.350
1.63 -32.4 -16.3 -34.3 0.42 -0.19 -0.43 37.425983 -122.151788 15.6 -0.8515 -1.9040 -2.3962 -0.227 0.527 -0.428
1.66 -33.3 -20.0 -32.4 0.42 -0.19 -0.43 37.425983 -122.151788 15.6 -0.5723 -2.8021 -2.1177 -0.259 0.523 -0.501
1.69 -33.3 -20.0 -32.4 0.49 -0.10 -0.43 37.425983 -122.151788 15.6 -0.6840 -1.0958 -1.7438 -0.285 0.524 -0.583
1.72 -34.7 -24.7 -29.1 0.43 -0.06 -0.61 37.425983 -122.151788 15.6 -1.4605 -0.7355 -1.1536 -0.281 0.505 -0.634
1.76 -34.7 -24.7 -29.1 0.53 -0.12 -0.98 37.425983 -122.151788 15.6 -1.3641 -0.2562 -1.0938 -0.273 0.460 -0.694
1.79 -34.2 -25.3 -27.1 0.67 -0.06 -0.93 37.425983 -122.151788 15.6 -0.6840 0.4896 -0.6107 -0.248 0.439 -0.738
1.82 -34.2 -25.3 -27.1 0.56 0.00 -0.91 37.425983 -122.151788 15.6 -1.2526 0.5558 0.1181 -0.227 0.415 -0.750
1.85 -32.8 -25.0 -28.6 0.51 -0.20 -1.09 37.425983 -122.151788 15.6 -1.2120 0.8077 -0.0804 -0.201 0.367 -0.760
1.88 -32.8 -25.0 -28.6 0.44 0.01 -0.97 37.425983 -122.151788 15.6 -1.0570 0.7065 -0.1039 -0.176 0.340 -0.770
1.91 -30.5 -22.2 -32.0 0.40 -0.02 -1.10 37.425983 -122.151788 15.6 -1.5438 0.1917 0.4720 -0.165 0.304 -0.770
1.94 -30.5 -22.2 -32.0 0.37 0.03 -1.14 37.425983 -122.151788 15.6 -1.1636 0.4510 0.1632 -0.159 0.257 -0.766
1.97 -29.4 -19.7 -33.3 0.29 0.10 -1.25 37.425983 -122.151788 15.6 -1.3924 0.1554 0.7681 -0.146 0.205 -0.761
2.00 -29.4 -19.7 -33.3 0.19 0.06 -1.15 37.425983 -122.151788 15.6 -1.1952 -0.0825 1.1619 -0.151 0.168 -0.739
2.04 -28.6 -16.3 -34.3 0.07 0.15 -1.37 37.425983 -122.151788 15.6 -1.6610 0.2102 1.0673 -0.155 0.115 -0.709
2.07 -28.6 -16.3 -34.3 0.10 0.12 -1.47 37.425983 -122.151788 15.6 -1.8447 0.4486 0.9322 -0.147 0.061 -0.689
2.10 -28.0 -12.2 -35.5 0.26 0.18 -1.48 37.425983 -122.151788 15.6 -1.3841 0.7024 0.5705 -0.132 0.017 -0.677
2.13 -28.0 -12.2 -35.5 -0.13 0.23 -1.72 37.425983 -122.151788 15.6 -1.1196 -0.3109 1.7248 -0.124 -0.042 -0.634
2.16 -27.1 -5.3 -40.0 -0.02 0.19 -1.67 37.425983 -122.151788 15.6 -0.9731 1.0019 0.9864 -0.114 -0.073 -0.600
2.19 -27.1 -5.3 -40.0 0.01 0.26 -1.66 37.425983 -122.151788 15.6 -0.5867 1.2476 0.9473 -0.071 -0.095 -0.586
2.22 -26.9 -1.5 -42.2 -0.33 0.17 -1.72 37.425983 -122.151788 15.6 -0.1358 -0.1570 1.9958 -0.046 -0.113 -0.537
2.25 -26.9 -1.5 -42.2 -0.27 0.12 -1.62 37.425983 -122.151788 15.6 -0.0058 0.9269 1.3930 -0.032 -0.116 -0.490
2.29 -25.0 2.6 -42.8 -0.07 0.19 -1.40 37.425983 -122.151788 15.6 0.4654 1.3284 0.5980 0.022 -0.109 -0.462
2.32 -25.0 2.6 -42.8 -0.13 0.06 -1.41 37.425983 -122.151788 15.6 0.9946 -0.3480 1.4773 0.038 -0.080 -0.430
2.35 -23.6 3.8 -44.2 -0.39 -0.05 -1.16 37.425983 -122.151788 15.6 1.2412 -0.2857 1.8212 0.027 -0.047 -0.383
2.38 -23.6 3.8 -44.2 -0.21 0.01 -1.13 37.425983 -122.151788 15.6 0.6265 1.0829 0.3825 0.051 -0.014 -0.350
2.41 -22.5 3.5 -45.5 -0.23 -0.09 -1.11 37.425983 -122.151788 15.6 0.6914 0.1873 0.5564 0.068 0.002 -0.342
2.44 -22.5 3.5 -45.5 -0.36 -0.10 -0.93 37.425983 -122.151788 15.6 1.0636 -0.1506 1.3973 0.062 0.028 -0.315
2.47 -21.6 1.7 -45.6 -0.20 -0.06 -0.89 37.425983 -122.151788 15.6 0.8302 0.2959 0.1666 0.058 0.076 -0.278
2.51 -21.6 1.7 -45.6 -0.24 -0.13 -0.88 37.425983 -122.151788 15.8 0.8412 -0.6001 0.0065 0.054 0.098 -0.281
2.54 -20.8 0.2 -46.1 -0.40 -0.11 -0.89 37.425983 -122.151788 15.8 0.7354 -1.0781 0.5636 0.027 0.119 -0.272
2.57 -20.8 0.2 -46.1 -0.32 -0.12 -0.82 37.425983 -122.151788 15.8 0.5151 -0.6301 -0.2995 -0.004 0.141 -0.265
