iPhone Sensor Log from Crossbow started at Nov 17, 2011 22:41:41 Pacific Standard Time.
ElapsedTime(s) xMag(uT) yMag(uT) zMag(uT) xAccel(g) yAccel(g) zAccel(g) latitude(deg) longitude(deg) altitude(m) xRate(rad/sec) yRate(rad/sec) zRate(rad/sec) roll(rad) pitch(rad) yaw(rad)
1.29 -4.3 -6.4 -35.9 0.35 -0.16 -0.56 37.425912 -122.167501 30.3 -0.7859 -1.5175 -1.6468 -0.214 0.574 -2.084
1.32 -7.8 -5.6 -35.9 0.36 -0.07 -0.70 37.425912 -122.167501 30.3 -0.6924 -0.6973 -1.4722 -0.213 0.563 -2.137
1.35 -7.8 -5.6 -35.9 0.26 -0.05 -0.84 37.425912 -122.167501 30.3 -1.1457 -0.2442 -0.8397 -0.201 0.541 -2.191
1.38 -9.2 -3.7 -37.0 0.33 0.00 -1.16 37.425912 -122.167501 30.3 -1.7401 0.1638 -0.9460 -0.183 0.504 -2.226
1.41 -9.2 -3.7 -37.0 0.64 -0.05 -1.17 37.425912 -122.167501 30.3 -1.6487 -0.1479 -1.0425 -0.149 0.436 -2.302
1.44 -7.6 -0.2 -38.1 0.55 -0.03 -1.29 37.425912 -122.167501 30.3 -2.0774 0.5496 -0.5148 -0.133 0.391 -2.330
1.47 -7.6 -0.2 -38.1 0.53 -0.07 -1.37 37.425912 -122.167501 30.3 -2.0358 0.5165 -0.3669 -0.109 0.336 -2.350
1.51 -7.1 3.8 -37.9 0.50 0.01 -1.30 37.425912 -122.167501 30.3 -1.5532 -0.4445 0.3938 -0.113 0.273 -2.355
1.54 -7.1 3.8 -37.9 0.46 0.07 -1.27 37.425912 -122.167501 30.3 -1.5327 0.3102 0.2850 -0.117 0.232 -2.350
1.57 -6.5 9.1 -36.0 0.40 0.18 -1.37 37.425912 -122.167501 30.3 -1.4717 0.3665 0.5901 -0.101 0.178 -2.342
1.60 -6.5 9.1 -36.0 0.45 0.15 -1.49 37.425912 -122.167501 30.3 -1.3251 0.7010 0.8338 -0.088 0.123 -2.320
1.63 -5.3 12.2 -34.5 0.24 0.16 -1.65 37.425912 -122.167501 30.3 -1.0399 0.3691 1.1910 -0.075 0.090 -2.296
1.66 -5.3 12.2 -34.5 0.02 0.05 -1.64 37.425912 -122.167501 30.3 -1.0576 0.0940 1.7396 -0.074 0.060 -2.258
1.69 -1.9 16.7 -33.6 0.02 0.05 -1.64 37.425912 -122.167501 30.3 -0.4692 0.1080 1.7732 -0.076 0.025 -2.193
1.73 -1.9 16.7 -33.6 0.01 0.15 -1.61 37.425912 -122.167501 30.3 -0.6648 0.8264 1.4299 -0.063 0.009 -2.155
1.76 0.6 18.5 -32.2 -0.23 0.00 -1.79 37.425912 -122.167501 30.3 -1.3560 1.1120 2.0454 -0.034 -0.022 -2.111
1.79 0.6 18.5 -32.2 -0.32 0.06 -1.63 37.425912 -122.167501 30.3 0.1347 0.4943 1.4200 0.004 -0.049 -2.028
1.82 5.2 19.7 -29.3 -0.12 0.07 -1.54 37.425912 -122.167501 30.3 -0.1606 0.6438 1.3962 0.018 -0.048 -1.994
1.85 5.2 19.7 -29.3 -0.48 0.01 -1.61 37.425912 -122.167501 30.3 -0.0649 0.4292 1.6713 0.044 -0.058 -1.931
1.88 7.5 20.4 -28.8 -0.40 0.09 -1.43 37.425912 -122.167501 30.3 0.7324 0.4794 0.8852 0.055 -0.045 -1.900
1.91 7.5 20.4 -28.8 -0.24 0.07 -1.27 37.425912 -122.167501 30.3 0.5649 0.5750 0.7004 0.071 -0.026 -1.883
