iPhone Sensor Log from Crossbow started at Nov 18, 2011 15:04:54 Pacific Standard Time.
ElapsedTime(s) xMag(uT) yMag(uT) zMag(uT) xAccel(g) yAccel(g) zAccel(g) latitude(deg) longitude(deg) altitude(m) xRate(rad/sec) yRate(rad/sec) zRate(rad/sec) roll(rad) pitch(rad) yaw(rad)
1.01 -2.2 -43.9 -19.6 0.75 0.04 -0.11 37.425935 -122.151818 7.8 -0.8398 -2.8925 -1.6272 -0.186 0.635 -2.251
1.04 2.1 -42.5 -20.8 1.01 0.11 -0.43 37.425935 -122.151818 7.8 -1.7482 -2.3784 -1.5119 -0.214 0.607 -2.318
1.07 2.1 -42.5 -20.8 0.88 0.18 -0.70 37.425935 -122.151818 7.8 -2.4000 -0.3792 -0.5460 -0.215 0.538 -2.384
1.10 3.6 -40.4 -24.0 0.82 0.26 -1.00 37.425935 -122.151818 7.8 -2.6202 0.1951 0.1476 -0.208 0.473 -2.401
1.13 3.6 -40.4 -24.0 0.90 0.31 -1.21 37.425935 -122.151818 7.8 -2.5132 -0.2197 0.4797 -0.196 0.354 -2.415
1.16 3.0 -34.5 -31.2 0.56 0.41 -1.50 37.425935 -122.151818 7.8 -2.5343 -0.1917 1.3344 -0.210 0.285 -2.401
1.19 3.0 -34.5 -31.2 0.46 0.40 -1.89 37.425935 -122.151818 7.8 -3.2050 0.9874 1.3469 -0.202 0.201 -2.378
1.22 2.0 -29.0 -35.2 0.51 0.45 -2.00 37.425935 -122.151818 7.8 -2.5020 0.7950 1.0491 -0.166 0.091 -2.360
1.26 2.0 -29.0 -35.2 0.02 0.41 -2.00 37.425935 -122.151818 7.8 -1.6905 -0.2054 2.0551 -0.165 0.032 -2.326
1.29 1.9 -24.1 -38.8 0.04 0.48 -2.00 37.425935 -122.151818 7.8 -1.4995 1.8413 1.5592 -0.143 -0.042 -2.260
1.32 1.9 -24.1 -38.8 -0.54 0.21 -2.00 37.425935 -122.151818 7.8 -0.7747 1.0527 2.1153 -0.082 -0.090 -2.205
1.35 1.2 -19.1 -42.0 -0.73 0.10 -2.00 37.425935 -122.151818 7.8 -0.2103 0.5970 2.6335 -0.060 -0.107 -2.136
1.38 1.2 -19.1 -42.0 -0.73 0.10 -2.00 37.425935 -122.151818 7.8 0.3575 1.8530 1.4589 -0.020 -0.107 -2.082
1.41 1.7 -17.8 -42.0 -0.48 0.11 -1.91 37.425935 -122.151818 7.8 1.1071 1.2428 1.2468 0.047 -0.078 -2.045
1.44 1.7 -17.8 -42.0 -0.54 0.08 -1.62 37.425935 -122.151818 7.8 1.3068 0.1482 1.8150 0.061 -0.041 -2.001
1.48 3.2 -20.3 -41.7 -0.57 -0.07 -1.43 37.425935 -122.151818 7.8 0.7499 1.5616 0.9429 0.093 -0.003 -1.956
1.51 3.2 -20.3 -41.7 -0.51 -0.12 -1.21 37.425935 -122.151818 7.8 1.1352 0.6580 1.0068 0.138 0.034 -1.927
1.54 4.0 -22.2 -40.9 -0.46 -0.16 -1.04 37.425935 -122.151818 7.8 1.5001 -0.8234 1.0044 0.130 0.074 -1.905
1.57 4.0 -22.2 -40.9 -0.36 -0.20 -0.97 37.425935 -122.151818 7.8 0.6399 0.7217 0.3328 0.121 0.119 -1.882
1.60 3.6 -25.2 -38.9 -0.29 -0.11 -0.94 37.425935 -122.151818 7.8 0.2185 0.8406 -0.2671 0.141 0.126 -1.884
1.63 3.6 -25.2 -38.9 -0.10 -0.14 -0.81 37.425935 -122.151818 7.8 0.8847 -0.0067 -0.0294 0.155 0.140 -1.892
1.66 2.5 -28.1 -37.6 -0.08 -0.17 -0.74 37.425935 -122.151818 7.8 0.6646 -0.4893 1.0192 0.128 0.189 -1.866
1.69 2.5 -28.1 -37.6 -0.15 -0.24 -0.88 37.425935 -122.151818 7.8 -0.1925 0.2219 0.3360 0.117 0.200 -1.847
1.73 2.2 -29.6 -36.5 0.13 -0.32 -1.02 37.425935 -122.151818 7.8 -0.1976 0.2654 0.0165 0.127 0.202 -1.844
1.76 2.2 -29.6 -36.5 0.06 -0.24 -0.93 37.425935 -122.151818 7.8 0.6034 -0.2571 0.4754 0.116 0.221 -1.833
1.79 0.7 -30.2 -36.0 -0.03 -0.18 -0.89 37.425935 -122.151818 7.8 0.1430 0.4733 0.1053 0.116 0.231 -1.826
1.82 0.7 -30.2 -36.0 0.14 -0.25 -0.90 37.425935 -122.151818 7.8 -0.2439 0.1756 0.3180 0.136 0.227 -1.814
1.85 0.7 -30.4 -35.6 0.12 -0.27 -1.04 37.425935 -122.151818 7.8 -0.0780 -0.1427 0.1843 0.132 0.224 -1.806
1.88 0.7 -30.4 -35.6 0.03 -0.16 -0.95 37.425935 -122.151818 6.1 0.6161 -0.3667 0.3616 0.114 0.231 -1.798
1.91 0.1 -30.8 -34.4 0.09 -0.23 -0.90 37.425935 -122.151818 6.1 -0.0834 0.2991 0.2321 0.112 0.242 -1.786
1.94 0.1 -30.8 -34.4 0.11 -0.24 -1.03 37.425935 -122.151818 6.1 -0.3860 0.3645 -0.0186 0.122 0.233 -1.782
1.98 -0.1 -30.8 -34.3 0.09 -0.17 -1.05 37.425935 -122.151818 6.1 0.0302 0.2702 0.0119 0.127 0.223 -1.781
0.04 2.1 -26.5 -37.9 0.16 -0.12 -1.01 37.425935 -122.151818 7.4 -0.0352 -0.2684 0.0623 0.139 0.104 -1.852
0.07 2.1 -26.5 -37.9 0.16 -0.15 -0.96 37.425935 -122.151818 7.4 -0.0778 0.0359 -0.0652 0.137 0.102 -1.851
0.10 2.1 -26.7 -37.9 0.18 -0.09 -0.94 37.425935 -122.151818 7.4 -0.0741 -0.4173 -0.3092 0.136 0.101 -1.859
0.13 2.1 -26.7 -37.9 0.18 -0.09 -0.85 37.425935 -122.151818 7.4 -0.3045 -0.7926 -0.2115 0.120 0.096 -1.865
0.16 2.5 -26.6 -38.5 0.07 0.07 -0.93 37.425935 -122.151818 7.4 -1.4589 -0.2618 -0.3711 0.102 0.064 -1.869
0.19 2.5 -26.6 -38.5 0.20 0.03 -1.20 37.425935 -122.151818 7.4 -2.2586 -0.2702 -0.3130 0.098 0.010 -1.873
0.23 4.1 -24.0 -39.7 0.17 0.06 -1.04 37.425935 -122.151818 7.4 -0.9868 -0.6941 -0.5777 0.081 -0.036 -1.880
0.26 4.1 -24.0 -39.7 0.14 0.11 -0.99 37.425935 -122.151818 7.4 -0.6190 -0.8561 -0.0186 0.051 -0.059 -1.894
0.29 4.3 -21.5 -40.2 0.17 0.09 -1.13 37.425935 -122.151818 7.4 -0.9495 -0.6179 0.0038 0.031 -0.080 -1.892
0.32 4.3 -21.5 -40.2 0.28 0.02 -1.38 37.425935 -122.151818 7.4 -1.2663 0.4821 0.0048 0.032 -0.111 -1.892
0.35 0.7 -18.6 -42.5 0.28 0.02 -1.38 37.425935 -122.151818 7.4 -0.7213 -0.7939 0.7278 0.028 -0.145 -1.873
0.38 0.7 -18.6 -42.5 0.38 -0.01 -1.72 37.425935 -122.151818 7.4 -1.0686 -0.0794 0.2667 0.016 -0.167 -1.858
0.41 -1.0 -15.9 -43.6 0.49 0.54 -2.00 37.425935 -122.151818 7.4 -1.2913 0.5034 0.2894 0.027 -0.200 -1.852
0.44 -1.0 -15.9 -43.6 0.49 0.54 -2.00 37.425935 -122.151818 7.4 0.1649 0.2800 1.9144 0.062 -0.227 -1.794
0.48 -0.9 -12.7 -44.4 0.28 0.72 -2.00 37.425935 -122.151818 7.4 0.8086 0.4026 2.1239 0.083 -0.206 -1.740
0.51 -0.9 -12.7 -44.4 0.10 0.79 -2.00 37.425935 -122.151818 7.4 0.7814 1.0518 2.3876 0.113 -0.180 -1.680
0.54 -1.0 -12.9 -45.0 -0.15 0.76 -1.53 37.425935 -122.151818 7.4 1.6964 1.0351 3.3153 0.171 -0.117 -1.584
0.57 -1.0 -12.9 -45.0 -0.57 0.53 -1.33 37.425935 -122.151818 7.4 1.8275 -0.0581 3.2777 0.189 -0.057 -1.503
0.60 -2.6 -16.8 -42.9 -0.67 0.38 -1.10 37.425935 -122.151818 7.4 2.3770 -0.7166 2.0733 0.175 0.037 -1.426
0.63 -2.6 -16.8 -42.9 -0.88 0.24 -0.93 37.425935 -122.151818 7.4 2.5928 -1.0411 1.3658 0.137 0.134 -1.380
0.66 -6.0 -21.3 -40.5 -0.95 0.15 -0.89 37.425935 -122.151818 7.4 2.7711 -1.6861 0.0582 0.100 0.205 -1.371
0.69 -6.0 -21.3 -40.5 -0.73 0.26 -0.61 37.425935 -122.151818 7.4 2.9554 -1.9637 -1.3007 0.039 0.307 -1.407
0.72 -11.1 -29.6 -35.1 -0.74 0.25 -0.45 37.425935 -122.151818 7.4 2.3717 -1.8838 -1.4069 0.001 0.376 -1.447
0.76 -11.1 -29.6 -35.1 -0.66 0.18 -0.32 37.425935 -122.151818 7.4 2.1806 -1.7177 -2.1141 -0.024 0.434 -1.497
0.79 -11.6 -35.4 -29.8 -0.41 0.26 0.05 37.425935 -122.151818 7.4 2.1509 -2.2768 -3.0001 -0.063 0.546 -1.622
0.82 -11.6 -35.4 -29.8 -0.21 0.21 0.13 37.425935 -122.151818 7.4 1.3719 -2.6972 -2.5821 -0.088 0.598 -1.702
0.85 -10.1 -40.8 -24.3 -0.12 0.24 0.12 37.425935 -122.151818 7.4 0.5238 -2.1291 -2.6250 -0.104 0.625 -1.784
0.88 -10.1 -40.8 -24.3 -0.00 0.18 0.00 37.425935 -122.151818 7.8 0.1076 -2.0117 -2.6860 -0.103 0.643 -1.897
0.91 -5.6 -44.4 -20.2 0.32 0.26 0.19 37.425935 -122.151818 7.8 0.7151 -3.4214 -2.5555 -0.125 0.664 -1.981
0.94 -5.6 -44.4 -20.2 0.45 0.17 0.08 37.425935 -122.151818 7.8 -0.6607 -2.3047 -2.3881 -0.171 0.683 -2.091
