iPhone Sensor Log from Crossbow started at Nov 17, 2011 22:42:31 Pacific Standard Time.
ElapsedTime(s) xMag(uT) yMag(uT) zMag(uT) xAccel(g) yAccel(g) zAccel(g) latitude(deg) longitude(deg) altitude(m) xRate(rad/sec) yRate(rad/sec) zRate(rad/sec) roll(rad) pitch(rad) yaw(rad)
1.35 0.3 -13.5 -35.4 0.80 0.12 -0.27 37.425915 -122.167498 30.3 -0.6148 -1.3389 -2.4406 0.122 0.695 -2.638
1.38 0.3 -13.5 -35.4 0.91 0.11 -0.40 37.425915 -122.167498 30.3 -1.4061 -2.1423 -1.8896 0.140 0.648 -2.725
1.41 -1.7 -10.9 -36.3 1.07 0.16 -0.74 37.425915 -122.167498 30.3 -2.3963 0.0600 -1.3689 0.141 0.569 -2.783
1.44 -1.7 -10.9 -36.3 0.95 0.09 -0.95 37.425915 -122.167498 30.3 -2.5983 0.0028 -0.7849 0.156 0.498 -2.804
1.48 -2.6 -7.4 -37.8 0.80 0.12 -0.98 37.425915 -122.167498 30.3 -2.1431 -1.1232 0.1005 0.116 0.396 -2.798
1.50 -2.6 -7.4 -37.8 0.97 0.14 -1.21 37.425915 -122.167498 30.3 -2.8138 0.0746 -0.2443 0.101 0.329 -2.792
1.54 -3.8 0.1 -38.1 0.95 0.31 -1.39 37.425915 -122.167498 30.3 -2.4410 -0.0496 -0.1135 0.106 0.257 -2.793
1.57 -3.8 0.1 -38.1 0.75 0.12 -1.51 37.425915 -122.167498 30.3 -2.3128 -0.7037 1.2634 0.080 0.178 -2.760
1.60 -3.9 5.5 -37.4 0.55 0.20 -1.65 37.425915 -122.167498 30.3 -2.0370 -0.2652 1.1258 0.060 0.123 -2.722
1.63 -3.9 5.5 -37.4 0.40 0.24 -1.82 37.425915 -122.167498 30.3 -2.1234 0.4241 1.1314 0.061 0.071 -2.692
1.66 -2.2 13.6 -35.8 0.38 0.14 -1.67 37.425915 -122.167498 30.3 -1.3461 0.7116 1.3415 0.087 -0.007 -2.626
1.69 -2.2 13.6 -35.8 0.21 0.30 -1.71 37.425915 -122.167498 30.3 -1.2310 0.5383 1.5125 0.104 -0.035 -2.586
