iPhone Sensor Log from Crossbow started at Dec 14, 2011 12:40:22 AM Pacific Standard Time.
ElapsedTime(s) xMag(uT) yMag(uT) zMag(uT) xAccel(g) yAccel(g) zAccel(g) latitude(deg) longitude(deg) altitude(m) xRate(rad/sec) yRate(rad/sec) zRate(rad/sec) roll(rad) pitch(rad) yaw(rad)
1.28 -17.6 -32.9 16.0 -1.00 1.04 -0.40 37.428012 -122.174173 37.7 0.6143 -0.3154 6.4176 -1.565 0.813 2.012
1.31 -17.6 -32.9 16.0 -1.16 1.22 -0.33 37.428012 -122.174173 37.7 0.8767 -0.7171 6.4025 -1.597 0.633 2.038
1.35 -29.5 -22.2 17.1 -1.18 1.37 -0.54 37.428012 -122.174173 37.7 1.1160 -1.1621 6.0754 -1.654 0.401 2.070
1.38 -29.5 -22.2 17.1 -1.35 1.65 -0.53 37.428012 -122.174173 37.7 1.5756 -1.3486 6.2237 -1.693 0.227 2.089
1.41 -35.2 -6.6 17.9 -1.50 1.86 -0.65 37.428012 -122.174173 37.7 2.3209 -1.5343 6.3531 -1.743 0.047 2.120
1.44 -35.2 -6.6 17.9 -1.61 1.95 -0.52 37.428012 -122.174173 37.7 2.8760 -1.2548 6.2910 -1.780 -0.140 2.158
1.47 -31.2 16.4 18.9 -1.59 1.95 -0.66 37.428012 -122.174173 37.7 3.6045 -1.1417 5.5940 -1.800 -0.447 2.263
1.50 -31.2 16.4 18.9 -1.75 1.95 -0.71 37.428012 -122.174173 37.7 4.0117 -1.5738 5.1482 -1.799 -0.615 2.339
1.53 -22.5 28.2 18.4 -1.68 1.95 -0.56 37.428012 -122.174173 37.7 5.0581 -2.2606 4.4517 -1.770 -0.773 2.469
1.56 -22.5 28.2 18.4 -1.55 1.95 -0.61 37.428012 -122.174173 37.7 5.0134 -2.4812 3.6284 -1.703 -0.905 2.650
1.60 -4.7 39.1 14.1 -1.36 1.96 -0.40 37.428012 -122.174173 37.7 5.9917 -3.6011 2.3859 -1.522 -1.025 3.006
1.63 -4.7 39.1 14.1 -1.37 1.96 -0.43 37.428012 -122.174173 37.7 5.9856 -4.0173 1.4125 -1.334 -1.052 -2.934
1.66 5.6 43.1 6.7 -1.46 1.96 -0.44 37.428012 -122.174173 37.7 6.0466 -3.9260 0.1420 -1.167 -1.016 -2.609
1.69 5.6 43.1 6.7 -1.27 1.96 -0.19 37.428012 -122.174173 37.7 6.2328 -2.6043 -1.2198 -1.044 -0.924 -2.351
1.72 11.8 44.6 -12.2 -1.49 1.96 -0.20 37.428012 -122.174173 37.7 6.0450 -0.0688 -2.4600 -0.904 -0.682 -2.081
1.75 11.8 44.6 -12.2 -1.49 1.96 0.05 37.428012 -122.174173 37.7 5.7613 1.0660 -3.4084 -0.836 -0.514 -1.993
1.78 9.0 40.4 -24.8 -1.02 1.74 0.01 37.428012 -122.174173 37.7 5.1445 2.3620 -4.6092 -0.772 -0.325 -1.961
1.81 9.0 40.4 -24.8 -0.91 1.08 -0.28 37.428012 -122.174173 37.7 4.1342 3.6063 -4.1982 -0.689 -0.148 -1.970
1.85 4.3 28.3 -33.5 -0.93 0.98 -0.16 37.428012 -122.174173 37.7 3.5036 3.7446 -3.4221 -0.547 0.041 -1.999
1.88 4.3 28.3 -33.5 -0.31 0.46 -0.34 37.428012 -122.174173 37.7 3.1728 3.4290 -4.1061 -0.445 0.172 -2.046
1.91 4.8 20.9 -34.4 -0.35 0.21 -0.32 37.428012 -122.174173 37.7 3.4213 3.4916 -4.1661 -0.330 0.300 -2.128
1.94 4.8 20.9 -34.4 -0.35 0.21 -0.32 37.428012 -122.174173 37.7 2.8541 2.7044 -2.9425 -0.217 0.418 -2.199
1.97 7.4 12.5 -33.5 -0.19 -0.07 -0.57 37.428012 -122.174173 37.7 2.7757 1.3643 -3.1925 -0.036 0.556 -2.352
2.00 7.4 12.5 -33.5 -0.09 -0.11 -0.31 37.428012 -122.174173 37.7 2.0973 0.5424 -1.1070 0.014 0.624 -2.415
2.03 8.6 7.3 -32.6 -0.17 -0.34 -0.38 37.428012 -122.174173 37.7 1.8723 1.0655 -0.3339 0.054 0.679 -2.439
2.06 8.6 7.3 -32.6 -0.09 -0.43 -0.42 37.428012 -122.174173 37.7 1.0160 1.6411 -0.1130 0.096 0.717 -2.448
2.10 9.7 4.0 -32.3 -0.10 -0.27 -0.05 37.428012 -122.174173 37.7 0.8699 1.8442 -0.1373 0.169 0.747 -2.459
2.13 9.7 4.0 -32.3 0.41 -0.46 -0.93 37.428012 -122.174173 37.7 -0.2297 1.8797 0.0422 0.240 0.753 -2.466
2.16 11.4 0.8 -32.2 -0.05 -0.42 -0.63 37.428012 -122.174173 37.7 0.6107 1.3511 0.5088 0.261 0.763 -2.449
2.19 11.4 0.8 -32.2 0.04 -0.40 -0.45 37.428012 -122.174173 37.7 1.1827 1.7901 -0.2409 0.313 0.792 -2.459
2.22 12.6 -1.6 -31.6 0.27 -0.55 -0.46 37.428012 -122.174173 37.7 1.0980 1.7432 0.0173 0.405 0.827 -2.490
