iPhone Sensor Log from Crossbow started at Dec 14, 2011 1:34:45 AM Pacific Standard Time.
ElapsedTime(s) xMag(uT) yMag(uT) zMag(uT) xAccel(g) yAccel(g) zAccel(g) latitude(deg) longitude(deg) altitude(m) xRate(rad/sec) yRate(rad/sec) zRate(rad/sec) roll(rad) pitch(rad) yaw(rad)
1.69 -9.7 -20.6 -20.5 -0.18 0.00 -1.72 37.428006 -122.174270 34.0 -3.1538 -3.3887 2.1552 0.061 0.606 1.228
1.72 -9.7 -20.6 -20.5 -0.23 -0.02 -1.89 37.428006 -122.174270 34.0 -2.9102 -2.9104 2.5404 -0.067 0.520 1.305
1.75 -19.0 -14.8 -19.6 -0.41 -0.01 -1.88 37.428006 -122.174270 34.0 -2.3554 -2.7727 2.7912 -0.180 0.440 1.380
1.78 -19.0 -14.8 -19.6 -0.47 -0.00 -1.94 37.428006 -122.174270 34.0 -2.1901 -2.9171 2.8776 -0.286 0.361 1.448
1.82 -23.7 -9.3 -17.3 -0.52 -0.05 -1.96 37.428006 -122.174270 34.0 -1.9615 -2.1894 3.3236 -0.410 0.251 1.535
1.85 -23.7 -9.3 -17.3 -0.58 -0.01 -1.98 37.428006 -122.174270 34.0 -2.0075 -1.4304 3.5530 -0.470 0.159 1.600
1.88 -28.5 1.2 -14.3 -0.46 0.03 -1.98 37.428006 -122.174270 34.0 -1.8250 -1.0661 3.7394 -0.511 0.065 1.665
1.91 -28.5 1.2 -14.3 -0.52 0.27 -1.98 37.428006 -122.174270 34.0 -1.3547 -0.9670 4.1380 -0.540 -0.029 1.738
1.94 -28.5 8.8 -12.2 -0.64 0.26 -1.98 37.428006 -122.174270 34.0 0.2490 -0.6961 5.1158 -0.562 -0.135 1.874
1.97 -28.5 8.8 -12.2 -1.02 0.16 -1.94 37.428006 -122.174270 34.0 1.3595 0.6553 6.2135 -0.522 -0.217 2.084
2.00 -23.3 19.9 -11.0 -0.97 0.27 -1.62 37.428006 -122.174270 34.0 1.3718 1.9882 5.5332 -0.443 -0.259 2.251
2.03 -23.3 19.9 -11.0 -0.76 0.39 -1.60 37.428006 -122.174270 34.0 1.1551 2.3501 4.7468 -0.338 -0.280 2.400
2.06 -17.0 25.1 -13.4 -0.85 0.49 -1.51 37.428006 -122.174270 34.0 1.3626 2.0330 4.9603 -0.206 -0.286 2.589
2.10 -17.0 25.1 -13.4 -0.86 0.48 -1.29 37.428006 -122.174270 34.0 2.1601 2.4611 4.9396 -0.102 -0.256 2.740
2.13 -9.4 27.0 -19.2 -0.75 0.41 -1.16 37.428006 -122.174270 34.0 2.1692 2.0514 4.5316 -0.007 -0.201 2.878
2.16 -9.4 27.0 -19.2 -0.70 0.25 -1.12 37.428006 -122.174270 34.0 2.1585 1.1210 4.0391 0.055 -0.139 2.997
2.19 0.8 23.7 -26.3 -0.50 0.17 -0.76 37.428006 -122.174270 34.0 2.5233 1.5343 2.7035 0.106 -0.040 3.114
2.22 0.8 23.7 -26.3 -0.33 0.13 -0.56 37.428006 -122.174270 34.0 1.5457 2.1918 1.8866 0.182 0.048 -3.102
2.25 6.6 19.8 -29.5 -0.26 0.01 -0.51 37.428006 -122.174270 34.0 0.6715 1.7512 1.7284 0.234 0.085 -3.059
2.28 6.6 19.8 -29.5 -0.16 -0.05 -0.51 37.428006 -122.174270 34.0 0.3305 1.0370 1.3121 0.267 0.108 -3.021
2.31 12.7 16.0 -30.9 -0.05 -0.07 -0.53 37.428006 -122.174270 34.0 0.2263 0.2683 0.7429 0.284 0.127 -2.989
2.35 12.7 16.0 -30.9 0.04 -0.10 -0.61 37.428006 -122.174270 34.0 0.3451 0.0529 0.5055 0.284 0.139 -2.975
2.38 14.8 13.6 -30.9 0.09 -0.11 -0.70 37.428006 -122.174270 34.0 0.3605 -0.1082 0.4201 0.283 0.153 -2.966
2.41 14.8 13.6 -30.9 0.06 -0.14 -0.74 37.428006 -122.174270 34.0 0.5177 -0.4783 0.5114 0.271 0.168 -2.956
2.44 14.6 10.9 -31.6 0.04 -0.18 -0.80 37.428006 -122.174270 34.0 0.7624 -0.4063 0.3733 0.256 0.190 -2.949
2.47 14.6 10.9 -31.6 0.06 -0.20 -0.87 37.428006 -122.174270 34.0 0.4221 -0.5068 -0.0383 0.239 0.221 -2.950
2.50 14.0 10.4 -31.8 0.08 -0.18 -0.89 37.428006 -122.174270 34.0 0.2797 -0.6690 -0.1527 0.219 0.228 -2.954
2.53 14.0 10.4 -31.8 0.12 -0.18 -0.85 37.428006 -122.174270 34.0 0.3945 -0.3449 -0.2890 0.206 0.237 -2.963
