iPhone Sensor Log from Crossbow started at Dec 14, 2011 12:37:57 AM Pacific Standard Time.
ElapsedTime(s) xMag(uT) yMag(uT) zMag(uT) xAccel(g) yAccel(g) zAccel(g) latitude(deg) longitude(deg) altitude(m) xRate(rad/sec) yRate(rad/sec) zRate(rad/sec) roll(rad) pitch(rad) yaw(rad)
1.63 -15.5 -37.7 -15.2 -0.62 0.81 -0.43 37.428012 -122.174173 37.7 -2.7864 -2.7500 3.5551 -0.585 0.679 1.573
1.66 -24.0 -29.6 -19.0 -0.62 0.81 -0.43 37.428012 -122.174173 37.7 -2.7639 -2.8237 3.7380 -0.690 0.556 1.619
1.69 -24.0 -29.6 -19.0 -0.69 1.10 -0.50 37.428012 -122.174173 37.7 -2.8322 -2.8848 4.0084 -0.783 0.425 1.650
1.72 -33.8 -9.8 -18.2 -0.94 1.34 -0.50 37.428012 -122.174173 37.7 -2.5369 -4.0164 4.5103 -0.924 0.239 1.683
1.75 -33.8 -9.8 -18.2 -1.11 1.58 -0.54 37.428012 -122.174173 37.7 -2.1819 -4.5473 4.8286 -1.049 0.095 1.701
1.78 -36.1 4.9 -11.7 -1.36 1.94 -0.66 37.428012 -122.174173 37.7 -1.5570 -4.5818 5.5079 -1.179 -0.058 1.719
1.82 -36.1 4.9 -11.7 -1.53 1.95 -0.68 37.428012 -122.174173 37.7 -0.5724 -4.1677 5.8933 -1.297 -0.219 1.745
1.85 -31.7 22.6 2.7 -1.52 1.95 -0.84 37.428012 -122.174173 37.7 0.6534 -4.7464 6.0235 -1.441 -0.435 1.795
1.88 -31.7 22.6 2.7 -1.75 1.95 -0.77 37.428012 -122.174173 37.7 2.7522 -5.4580 5.6131 -1.589 -0.654 1.890
1.91 -23.2 30.2 11.0 -1.30 1.96 -0.67 37.428012 -122.174173 37.7 3.7823 -5.3265 4.3966 -1.658 -0.795 2.008
1.94 -23.2 30.2 11.0 -0.86 1.97 -0.76 37.428012 -122.174173 37.7 4.8565 -5.9680 3.4682 -1.691 -0.915 2.176
1.97 -12.0 35.7 14.7 -0.74 1.98 -0.46 37.428012 -122.174173 37.7 6.5851 -5.7965 2.8899 -1.633 -1.018 2.446
2.00 -12.0 35.7 14.7 -0.81 1.98 -0.23 37.428012 -122.174173 37.7 8.0255 -5.5808 1.9664 -1.335 -1.085 3.027
2.03 4.1 41.9 7.2 -1.38 1.96 -0.27 37.428012 -122.174173 37.7 8.3700 -4.4586 0.6024 -1.066 -1.034 -2.789
2.06 4.1 41.9 7.2 -1.66 1.96 0.04 37.428012 -122.174173 37.7 8.6994 -1.5042 -0.7020 -0.870 -0.894 -2.448
2.10 9.8 42.0 -6.6 -1.64 1.96 0.02 37.428012 -122.174173 37.7 8.0412 2.8810 -1.4344 -0.633 -0.637 -2.189
2.13 9.8 42.0 -6.6 -1.47 1.86 -0.10 37.428012 -122.174173 37.7 6.6849 2.8568 -2.1181 -0.472 -0.374 -2.092
2.16 11.7 31.5 -27.9 -1.29 1.42 0.12 37.428012 -122.174173 37.7 5.8132 2.9039 -2.8686 -0.391 -0.187 -2.084
2.19 11.7 31.5 -27.9 -0.85 0.99 0.41 37.428012 -122.174173 37.7 4.6700 3.7586 -3.4805 -0.302 -0.023 -2.119
2.22 12.0 23.3 -33.7 -0.29 0.63 0.09 37.428012 -122.174173 37.7 2.8785 5.3388 -3.1603 -0.112 0.136 -2.224
2.25 12.0 23.3 -33.7 -0.27 0.43 -0.23 37.428012 -122.174173 37.7 2.2401 4.2970 -1.7960 0.030 0.206 -2.283
2.28 15.3 16.1 -32.5 -0.12 0.20 -0.62 37.428012 -122.174173 37.7 2.0757 3.0932 -1.0446 0.142 0.262 -2.329
2.32 15.3 16.1 -32.5 -0.13 0.09 -0.32 37.428012 -122.174173 37.7 2.3553 0.5068 -0.0621 0.194 0.319 -2.352
2.35 18.0 12.2 -30.4 0.15 -0.11 -0.17 37.428012 -122.174173 37.7 3.1799 0.5077 -0.1497 0.210 0.424 -2.379
2.38 18.0 12.2 -30.4 -0.25 -0.32 -0.22 37.428012 -122.174173 37.7 1.5798 -1.0869 0.5215 0.209 0.516 -2.391
2.41 17.9 6.4 -30.1 0.21 -0.29 -0.79 37.428012 -122.174173 37.7 -0.6860 -0.9294 -1.0132 0.179 0.522 -2.402
2.44 17.9 6.4 -30.1 0.26 -0.37 -1.16 37.428012 -122.174173 37.7 -0.9303 -1.3180 -1.1696 0.171 0.487 -2.438
2.47 16.3 5.1 -30.9 -0.06 -0.32 -0.36 37.428012 -122.174173 37.7 0.7406 -2.3596 -0.0169 0.116 0.484 -2.450
2.50 16.3 5.1 -30.9 0.16 -0.50 -0.58 37.428012 -122.174173 37.7 1.6044 0.3717 0.1765 0.077 0.537 -2.453
2.53 14.6 5.1 -32.2 -0.02 -0.52 -0.75 37.428012 -122.174173 37.7 0.3021 -0.1873 0.4673 0.056 0.555 -2.441
2.56 14.6 5.1 -32.2 0.01 -0.46 -0.81 37.428012 -122.174173 37.7 -0.2865 -0.0365 0.0754 0.034 0.550 -2.425
2.60 12.6 4.6 -33.1 0.07 -0.47 -0.87 37.428012 -122.174173 37.7 -0.4003 0.8447 -0.0238 0.058 0.528 -2.431
2.63 12.6 4.6 -33.1 0.07 -0.50 -0.74 37.428012 -122.174173 37.7 -0.0655 0.6609 0.1015 0.084 0.521 -2.424
2.66 12.5 4.7 -32.6 0.19 -0.46 -0.72 37.428012 -122.174173 37.7 -0.2573 0.8493 -0.0464 0.106 0.517 -2.424
2.69 12.5 4.7 -32.6 0.03 -0.49 -0.91 37.428012 -122.174173 37.7 -0.4596 0.6143 0.3833 0.123 0.507 -2.417
2.72 14.4 5.1 -32.3 0.13 -0.48 -0.76 37.428012 -122.174173 37.7 -0.1491 0.3131 0.2944 0.127 0.499 -2.402
2.75 14.4 5.1 -32.3 0.01 -0.47 -0.90 37.428012 -122.174173 37.7 -0.0143 -0.0631 0.2921 0.115 0.503 -2.387
2.78 15.1 5.0 -31.9 0.08 -0.48 -0.83 37.428012 -122.174173 37.7 0.2117 -0.1942 0.1551 0.097 0.506 -2.374
2.81 15.1 5.0 -31.9 0.10 -0.52 -0.73 37.428012 -122.174173 37.7 0.4468 0.1499 -0.0723 0.097 0.517 -2.376
2.85 14.6 4.1 -32.0 0.18 -0.63 -0.85 37.428012 -122.174173 37.7 0.1361 0.5908 0.2066 0.112 0.535 -2.377
2.88 14.6 4.1 -32.0 0.17 -0.50 -0.89 37.428012 -122.174173 37.7 -0.0479 0.6467 0.0152 0.142 0.534 -2.367
2.91 15.2 4.3 -32.2 0.18 -0.50 -0.79 37.428012 -122.174173 37.7 0.2079 0.6032 0.1287 0.158 0.539 -2.368
2.94 15.2 4.3 -32.2 0.12 -0.53 -0.84 37.428012 -122.174173 37.7 -0.1141 1.2373 0.2707 0.185 0.540 -2.361
2.97 17.4 4.5 -31.2 0.24 -0.54 -0.83 37.428012 -122.174173 37.7 0.0935 0.6143 0.1260 0.207 0.542 -2.355
3.00 17.4 4.5 -31.2 0.24 -0.51 -0.82 37.428012 -122.174173 37.7 0.0463 0.0956 -0.2106 0.232 0.542 -2.367
3.03 18.7 3.6 -30.1 0.15 -0.52 -0.82 37.428012 -122.174173 37.7 0.0313 0.2831 0.0283 0.239 0.545 -2.370
3.06 18.7 3.6 -30.1 0.24 -0.55 -0.81 37.428012 -122.174173 37.7 -0.0874 0.3754 -0.0144 0.246 0.545 -2.367
3.10 20.0 4.3 -29.4 0.24 -0.50 -0.86 37.428012 -122.174173 37.7 -0.1870 0.6743 -0.0872 0.265 0.542 -2.370
3.13 20.0 4.3 -29.4 0.29 -0.52 -0.87 37.428012 -122.174173 37.7 -0.1115 0.5709 -0.1693 0.299 0.532 -2.375
3.16 20.7 4.7 -28.8 0.28 -0.52 -0.81 37.428012 -122.174173 37.7 0.0386 0.5779 -0.0995 0.317 0.531 -2.379
3.19 20.7 4.7 -28.8 0.28 -0.51 -0.81 37.428012 -122.174173 37.7 0.0664 0.7608 -0.0694 0.337 0.534 -2.382
3.22 21.7 4.6 -27.9 0.34 -0.54 -0.88 37.428012 -122.174173 37.7 -0.0733 0.7980 -0.1310 0.361 0.532 -2.386
0.03 21.6 3.5 -28.1 0.39 -0.56 -0.89 37.428012 -122.174173 37.7 -0.7352 -1.0472 -0.1099 0.466 0.568 -2.613
0.06 21.6 3.5 -28.1 0.48 -0.56 -0.79 37.428012 -122.174173 37.7 -0.1024 -0.0546 -0.1967 0.450 0.557 -2.609
0.10 22.1 4.0 -26.9 0.45 -0.57 -0.66 37.428012 -122.174173 37.7 -0.2047 0.1776 -0.0566 0.478 0.548 -2.620
0.13 22.1 4.0 -26.9 0.34 -0.51 -0.85 37.428012 -122.174173 37.7 -0.7290 -0.7618 0.0336 0.462 0.535 -2.611
0.16 22.0 3.8 -26.7 0.22 -0.41 -0.91 37.428012 -122.174173 37.7 -0.7833 -1.2231 -0.1197 0.424 0.515 -2.601
0.19 22.0 3.8 -26.7 0.29 -0.42 -0.77 37.428012 -122.174173 37.7 -0.3891 -0.9841 -0.2382 0.392 0.499 -2.598
0.22 21.0 5.3 -27.6 0.17 -0.46 -0.88 37.428012 -122.174173 37.7 -0.4003 -0.7656 -0.1111 0.363 0.486 -2.600
0.25 21.0 5.3 -27.6 0.24 -0.37 -0.77 37.428012 -122.174173 37.7 -0.3939 -1.4308 -0.5716 0.334 0.470 -2.604
0.28 19.6 6.5 -28.9 0.24 -0.40 -0.50 37.428012 -122.174173 37.7 0.1272 -1.7629 -0.8965 0.297 0.463 -2.629
