iPhone Sensor Log from Crossbow started at Dec 14, 2011 1:35:29 AM Pacific Standard Time.
ElapsedTime(s) xMag(uT) yMag(uT) zMag(uT) xAccel(g) yAccel(g) zAccel(g) latitude(deg) longitude(deg) altitude(m) xRate(rad/sec) yRate(rad/sec) zRate(rad/sec) roll(rad) pitch(rad) yaw(rad)
1.81 -2.3 -21.0 8.6 0.38 -0.39 -0.18 37.428012 -122.174242 34.6 -1.4514 -1.1950 1.9390 1.333 1.043 -0.712
1.85 -4.5 -21.2 8.0 0.32 -0.41 -0.23 37.428012 -122.174242 34.6 -1.1810 -1.3255 2.1131 1.204 1.087 -0.608
1.88 -4.5 -21.2 8.0 0.22 -0.43 -0.31 37.428012 -122.174242 34.6 -1.2862 -1.1161 2.2029 1.056 1.127 -0.481
1.91 -5.3 -22.0 7.1 0.22 -0.43 -0.31 37.428012 -122.174242 34.6 -1.0990 -0.9415 2.5034 0.884 1.163 -0.323
1.94 -5.3 -22.0 7.1 0.09 -0.46 -0.32 37.428012 -122.174242 34.6 -0.5851 -0.4842 2.7006 0.557 1.217 -0.006
1.97 -7.9 -22.7 6.9 -0.00 -0.49 -0.32 37.428012 -122.174242 34.6 -0.0964 -0.6228 2.7777 0.338 1.243 0.211
2.00 -7.9 -22.7 6.9 -0.18 -0.47 -0.33 37.428012 -122.174242 34.6 0.2776 -1.2003 2.8106 0.081 1.263 0.454
2.03 -12.4 -22.2 7.7 -0.36 -0.52 -0.14 37.428012 -122.174242 34.6 0.7722 -1.2590 2.7961 -0.209 1.274 0.719
2.06 -12.4 -22.2 7.7 -0.44 -0.54 0.03 37.428012 -122.174242 34.6 0.2408 -0.9344 2.7249 -0.579 1.256 1.063
2.10 -14.4 -21.2 8.2 -0.55 -0.48 -0.29 37.428012 -122.174242 34.6 -0.4570 -0.6288 2.8385 -0.761 1.203 1.232
2.13 -14.4 -21.2 8.2 -0.62 -0.45 -0.36 37.428012 -122.174242 34.6 -0.0448 -0.4982 2.8911 -0.891 1.138 1.358
2.16 -18.5 -19.9 8.2 -0.64 -0.36 -0.23 37.428012 -122.174242 34.6 0.1929 -0.6709 2.7640 -1.007 1.077 1.469
2.19 -18.5 -19.9 8.2 -0.60 -0.35 -0.34 37.428012 -122.174242 34.6 -0.1079 -0.4055 2.9300 -1.115 0.987 1.569
2.22 -21.6 -17.5 8.8 -0.85 -0.28 -0.37 37.428012 -122.174242 34.6 0.0776 -0.1114 3.3534 -1.188 0.876 1.650
2.25 -21.6 -17.5 8.8 -1.02 -0.26 -0.28 37.428012 -122.174242 34.6 0.1570 0.3032 3.1157 -1.226 0.792 1.704
2.28 -25.0 -14.0 10.2 -1.07 -0.24 -0.53 37.428012 -122.174242 34.6 -0.1674 0.7247 3.1763 -1.236 0.709 1.742
2.32 -25.0 -14.0 10.2 -1.32 -0.16 -0.65 37.428012 -122.174242 34.6 0.3292 0.9514 3.1684 -1.239 0.596 1.794
2.35 -28.0 -8.1 9.6 -1.29 -0.26 -0.63 37.428012 -122.174242 34.6 0.3298 1.0623 3.0237 -1.233 0.520 1.840
2.38 -28.0 -8.1 9.6 -1.25 -0.17 -0.80 37.428012 -122.174242 34.6 0.2143 0.8357 2.8461 -1.226 0.445 1.877
2.41 -29.5 -3.6 8.3 -1.43 -0.08 -0.81 37.428012 -122.174242 34.6 0.4852 0.6635 3.0792 -1.221 0.371 1.918
2.44 -29.5 -3.6 8.3 -1.26 -0.01 -0.61 37.428012 -122.174242 34.6 0.8956 1.2139 2.6887 -1.208 0.258 2.005
2.47 -32.0 3.8 7.4 -1.29 0.05 -0.73 37.428012 -122.174242 34.6 0.5142 1.2962 2.8881 -1.183 0.193 2.052
2.50 -32.0 3.8 7.4 -1.43 0.10 -0.76 37.428012 -122.174242 34.6 0.6993 1.3752 3.0788 -1.153 0.122 2.100
2.53 -32.7 8.1 6.2 -1.34 0.12 -0.88 37.428012 -122.174242 34.6 0.6379 1.5705 2.9826 -1.117 0.054 2.155
2.56 -32.7 8.1 6.2 -1.27 0.26 -0.92 37.428012 -122.174242 34.6 1.0139 1.0982 3.2190 -1.067 -0.035 2.233
2.60 -30.9 16.3 1.9 -1.14 0.28 -0.99 37.428012 -122.174242 34.6 1.3213 0.8748 3.3708 -1.037 -0.097 2.308
2.63 -30.9 16.3 1.9 -1.45 0.41 -1.10 37.428012 -122.174242 34.6 1.7122 0.8612 3.8984 -1.001 -0.162 2.399
2.66 -27.8 22.1 -2.0 -1.43 0.43 -1.02 37.428012 -122.174242 34.6 2.5469 0.9695 3.7489 -0.955 -0.217 2.512
2.69 -27.8 22.1 -2.0 -1.82 0.43 -0.95 37.428012 -122.174242 34.6 3.0039 1.0418 3.6219 -0.857 -0.271 2.727
2.72 -21.4 27.8 -9.5 -1.61 0.43 -0.80 37.428012 -122.174242 34.6 2.6561 1.7703 2.5438 -0.784 -0.278 2.848
2.75 -21.4 27.8 -9.5 -1.07 0.57 -1.13 37.428012 -122.174242 34.6 2.0763 2.4438 1.9002 -0.700 -0.270 2.936
2.78 -17.4 28.8 -15.6 -1.21 0.62 -1.17 37.428012 -122.174242 34.6 2.4770 2.1436 2.2256 -0.611 -0.256 3.023
2.81 -17.4 28.8 -15.6 -1.28 0.56 -0.88 37.428012 -122.174242 34.6 3.4655 1.7566 2.2666 -0.512 -0.203 -3.120
2.85 -10.3 25.8 -24.5 -1.02 0.49 -0.74 37.428012 -122.174242 34.6 2.9511 2.3876 1.6738 -0.439 -0.147 -3.030
2.88 -10.3 25.8 -24.5 -0.77 0.37 -1.08 37.428012 -122.174242 34.6 2.1750 3.2808 1.3287 -0.350 -0.100 -2.965
2.91 -4.4 22.5 -28.6 -0.70 0.17 -0.93 37.428012 -122.174242 34.6 2.4764 3.4090 0.8134 -0.252 -0.048 -2.919
2.94 -4.4 22.5 -28.6 -0.52 0.14 -0.70 37.428012 -122.174242 34.6 2.7581 2.8304 0.3156 -0.136 0.048 -2.883
2.97 0.4 18.4 -31.5 -0.41 0.02 -0.69 37.428012 -122.174242 34.6 2.2228 2.6464 0.2115 -0.041 0.137 -2.866
3.00 0.4 18.4 -31.5 -0.46 -0.10 -0.72 37.428012 -122.174242 34.6 1.7823 2.4846 0.2491 0.030 0.191 -2.858
3.03 7.0 11.6 -33.3 -0.20 -0.14 -0.74 37.428012 -122.174242 34.6 1.7692 2.1427 -0.3683 0.094 0.241 -2.863
3.06 7.0 11.6 -33.3 -0.06 -0.18 -0.83 37.428012 -122.174242 34.6 1.4003 1.2541 -0.7127 0.165 0.292 -2.895
3.10 10.5 8.2 -32.9 -0.08 -0.24 -0.69 37.428012 -122.174242 34.6 1.4384 0.6759 -0.1521 0.194 0.329 -2.914
3.13 10.5 8.2 -32.9 -0.02 -0.25 -0.52 37.428012 -122.174242 34.6 1.4919 0.5786 0.1943 0.213 0.371 -2.921
3.16 14.4 5.0 -32.4 0.01 -0.22 -0.58 37.428012 -122.174242 34.6 0.8893 0.9375 0.3329 0.233 0.404 -2.921
3.19 14.4 5.0 -32.4 0.07 -0.31 -0.69 37.428012 -122.174242 34.6 0.6870 1.2384 0.7304 0.284 0.441 -2.905
3.22 15.7 3.8 -32.2 0.03 -0.32 -0.49 37.428012 -122.174242 34.6 0.9038 1.1721 1.0361 0.305 0.470 -2.883
3.25 15.7 3.8 -32.2 0.04 -0.26 -0.67 37.428012 -122.174242 34.6 0.5166 1.8725 1.0072 0.339 0.499 -2.861
3.28 18.7 1.2 -31.0 0.31 -0.41 -0.59 37.428012 -122.174242 34.6 -0.0398 1.9625 0.5029 0.381 0.510 -2.837
3.31 18.7 1.2 -31.0 0.31 -0.42 -0.68 37.428012 -122.174242 34.6 -0.1973 1.8519 0.8346 0.443 0.519 -2.811
3.35 21.6 -0.5 -28.9 0.24 -0.51 -0.79 37.428012 -122.174242 34.6 -0.2518 1.1413 0.8029 0.470 0.522 -2.781
3.38 21.6 -0.5 -28.9 0.21 -0.48 -0.62 37.428012 -122.174242 34.6 0.5202 0.1580 0.5508 0.475 0.535 -2.764
3.41 23.9 -1.3 -26.7 0.21 -0.48 -0.62 37.428012 -122.174242 34.6 0.7446 -0.1416 0.0896 0.474 0.557 -2.767
3.44 23.9 -1.3 -26.7 0.31 -0.50 -0.61 37.428012 -122.174242 34.6 0.0671 0.2474 -0.1875 0.472 0.570 -2.774
3.47 24.1 -2.1 -26.7 0.31 -0.53 -0.79 37.428012 -122.174242 34.6 -0.3441 0.1777 -0.2273 0.462 0.554 -2.766
3.50 24.1 -2.1 -26.7 0.38 -0.51 -0.86 37.428012 -122.174242 34.6 -0.1688 0.3675 -0.2918 0.465 0.534 -2.767
3.53 24.8 -1.7 -26.2 0.40 -0.49 -0.85 37.428012 -122.174242 34.6 0.0037 0.4546 -0.2224 0.478 0.524 -2.773
3.56 24.8 -1.7 -26.2 0.44 -0.52 -0.84 37.428012 -122.174242 34.6 0.1688 0.7232 -0.1386 0.503 0.522 -2.781
0.03 5.1 16.3 -33.0 -0.03 -0.17 -1.03 37.428012 -122.174242 34.6 -0.0939 0.0808 0.3271 0.007 0.159 -3.027
0.06 5.1 16.3 -33.0 0.06 -0.14 -0.89 37.428012 -122.174242 34.6 0.5111 0.5026 0.1321 0.015 0.168 -3.020
0.10 6.7 16.3 -32.8 0.06 -0.19 -0.98 37.428012 -122.174242 34.6 0.3015 0.8438 0.2714 0.034 0.180 -3.016
0.13 6.7 16.3 -32.8 -0.00 -0.16 -1.14 37.428012 -122.174242 34.6 -0.0212 0.8607 0.3140 0.057 0.183 -3.006
0.16 7.4 15.3 -31.2 0.13 -0.20 -1.02 37.428012 -122.174242 34.6 0.1453 0.3468 -0.4965 0.075 0.184 -3.009
0.19 7.4 15.3 -31.2 0.08 -0.15 -1.17 37.428012 -122.174242 34.6 -1.0419 -0.3954 -0.3352 0.078 0.174 -3.044
0.22 7.1 14.8 -31.2 -0.23 -0.02 -0.88 37.428012 -122.174242 34.6 -2.0525 -2.1072 0.8382 0.042 0.125 -3.031
0.25 7.1 14.8 -31.2 -0.32 0.11 -1.18 37.428012 -122.174242 34.6 -2.6133 -2.2872 1.5251 -0.030 0.058 -2.994
0.28 5.9 17.1 -30.9 -0.11 0.03 -0.99 37.428012 -122.174242 34.6 -1.0951 -1.3103 1.0159 -0.087 -0.004 -2.960
0.31 5.9 17.1 -30.9 0.06 -0.13 -0.56 37.428012 -122.174242 34.6 1.5800 1.1928 0.1906 -0.069 0.017 -2.942
0.35 5.8 18.9 -29.3 -0.07 -0.06 -1.09 37.428012 -122.174242 34.6 0.2651 -1.1662 -0.7355 -0.079 0.047 -2.949
0.38 5.8 18.9 -29.3 -0.09 -0.02 -0.31 37.428012 -122.174242 34.6 0.5596 -2.3240 -0.2598 -0.114 0.056 -2.963
0.41 2.6 18.6 -29.0 -0.12 -0.25 -1.32 37.428012 -122.174242 34.6 0.4618 -3.2224 -0.3061 -0.204 0.081 -2.964
0.44 2.6 18.6 -29.0 -0.20 0.19 -0.61 37.428012 -122.174242 34.6 -1.0255 -4.2531 1.4710 -0.314 0.026 -2.979
0.47 -2.1 19.0 -28.6 -0.40 0.12 -0.69 37.428012 -122.174242 34.6 -0.0019 -6.5287 1.0027 -0.476 0.007 -2.930
0.50 -2.1 19.0 -28.6 -0.27 -0.13 -0.58 37.428012 -122.174242 34.6 0.2080 -5.5662 1.1339 -0.657 -0.012 -2.912
0.53 -9.5 20.9 -26.3 -0.27 -0.13 -0.58 37.428012 -122.174242 34.6 0.2584 -2.8002 2.5671 -0.749 -0.040 -2.872
0.56 -9.5 20.9 -26.3 -0.29 0.45 -0.27 37.428012 -122.174242 34.6 0.2331 -4.9694 5.4120 -0.875 -0.150 -2.747
0.60 -12.5 23.0 -23.6 -0.57 0.54 -0.51 37.428012 -122.174242 34.6 -0.2967 -7.9395 5.2314 -1.047 -0.272 -2.666
0.63 -12.5 23.0 -23.6 -1.03 0.91 -0.59 37.428012 -122.174242 34.6 1.3059 -9.0050 5.4407 -1.264 -0.405 -2.586
0.66 -14.7 26.2 -17.7 -1.95 0.68 0.78 37.428012 -122.174242 34.6 3.8836 -9.4283 4.6548 -1.529 -0.579 -2.428
0.69 -14.7 26.2 -17.7 -1.95 0.68 0.78 37.428012 -122.174242 34.6 3.7044 -8.1965 1.6160 -1.755 -0.702 -2.244
0.72 -16.7 26.8 -13.8 -1.87 0.80 0.94 37.428012 -122.174242 34.6 2.1154 -6.4220 -0.2613 -1.893 -0.734 -2.151
0.75 -16.7 26.8 -13.8 -1.57 0.86 0.76 37.428012 -122.174242 34.6 1.3470 -4.1973 -1.5713 -1.987 -0.723 -2.079
0.78 -20.4 26.4 -10.5 -1.26 0.91 0.87 37.428012 -122.174242 34.6 1.0094 -3.7777 -2.4122 -2.047 -0.683 -2.008
0.81 -20.4 26.4 -10.5 -1.18 0.95 0.99 37.428012 -122.174242 34.6 0.9747 -4.2402 -2.7143 -2.135 -0.618 -1.908
0.85 -26.4 22.5 -3.6 -1.02 0.97 1.11 37.428012 -122.174242 34.6 0.7963 -5.2122 -3.0951 -2.220 -0.565 -1.826
0.88 -26.4 22.5 -3.6 -0.99 1.06 1.21 37.428012 -122.174242 34.6 0.2400 -5.6312 -2.8377 -2.338 -0.511 -1.752
0.91 -29.1 18.4 3.8 -0.92 1.10 1.18 37.428012 -122.174242 34.6 -0.3981 -5.3036 -2.5945 -2.461 -0.458 -1.692
