iPhone Sensor Log from Crossbow started at Dec 14, 2011 1:59:17 AM Pacific Standard Time.
ElapsedTime(s) xMag(uT) yMag(uT) zMag(uT) xAccel(g) yAccel(g) zAccel(g) latitude(deg) longitude(deg) altitude(m) xRate(rad/sec) yRate(rad/sec) zRate(rad/sec) roll(rad) pitch(rad) yaw(rad)
0.03 -12.2 -15.2 -27.1 0.06 -0.06 -1.14 37.427925 -122.174284 34.6 0.0779 0.2691 -0.0195 0.051 0.060 -0.096
0.06 -10.6 -15.4 -27.1 0.07 -0.05 -0.75 37.427925 -122.174284 34.6 0.3989 0.4038 -0.0331 0.060 0.070 -0.097
0.10 -10.6 -15.4 -27.1 -0.01 -0.06 -0.68 37.427925 -122.174284 34.6 -0.3695 0.3149 -0.0913 0.072 0.070 -0.099
0.13 -10.3 -14.8 -27.6 -0.07 -0.04 -0.96 37.427925 -122.174284 34.6 -1.4510 -0.3015 -0.2691 0.069 0.041 -0.101
0.16 -10.3 -14.8 -27.6 0.11 -0.10 -1.46 37.427925 -122.174284 34.6 -1.3971 -0.3467 -0.6073 0.054 -0.021 -0.116
0.19 -10.5 -14.3 -28.4 0.10 -0.12 -1.51 37.427925 -122.174284 34.6 0.3785 0.2616 -0.0947 0.052 -0.029 -0.124
0.22 -10.5 -14.3 -28.4 -0.13 -0.05 -1.97 37.427925 -122.174284 34.6 0.8362 0.4235 -0.0986 0.067 -0.012 -0.127
0.25 -11.3 -14.3 -27.2 0.30 0.12 -1.97 37.427925 -122.174284 34.6 3.8251 -1.7898 -0.7361 0.046 0.053 -0.140
0.28 -11.3 -14.3 -27.2 -0.04 0.23 -1.97 37.427925 -122.174284 34.6 9.5288 -2.8824 -1.2578 -0.104 0.395 -0.183
0.31 -11.7 -18.3 -21.0 0.05 0.36 -0.90 37.427925 -122.174284 34.6 10.1341 -1.4652 -1.6281 -0.156 0.672 -0.188
0.35 -11.7 -18.3 -21.0 -0.17 0.31 -0.15 37.427925 -122.174284 34.6 9.7309 -1.3065 -1.1951 -0.205 0.958 -0.171
0.38 -10.6 -25.6 -3.7 -0.04 0.18 0.60 37.427925 -122.174284 34.6 8.4470 -2.2704 -1.3015 -0.323 1.206 -0.101
0.41 -10.6 -25.6 -3.7 0.06 -0.01 0.68 37.427925 -122.174284 34.6 4.9643 -0.0919 -1.0714 -0.733 1.442 0.274
0.44 -8.6 -26.5 7.3 0.13 -0.14 0.74 37.427925 -122.174284 34.6 3.3190 0.6640 -1.4421 -1.828 1.521 1.384
0.47 -8.6 -26.5 7.3 0.10 -0.27 0.57 37.427925 -122.174284 34.6 1.9686 0.1956 -0.8026 -2.930 1.487 2.502
0.50 -6.3 -24.5 15.8 0.10 -0.50 0.65 37.427925 -122.174284 34.6 1.2598 0.3570 -0.3701 -3.109 1.448 2.683
0.53 -6.3 -24.5 15.8 0.07 -0.64 0.57 37.427925 -122.174284 34.6 -0.0434 0.9677 -0.0756 -3.127 1.423 2.750
0.56 -5.6 -24.6 17.0 -0.12 -0.80 0.15 37.427925 -122.174284 34.6 -0.5620 0.1515 0.2984 -3.092 1.432 2.727
0.60 -5.6 -24.6 17.0 -0.01 -0.98 0.47 37.427925 -122.174284 34.6 -0.4357 0.6635 0.5415 -2.951 1.439 2.592
