iPhone Sensor Log from Crossbow started at Dec 14, 2011 1:58:27 AM Pacific Standard Time.
ElapsedTime(s) xMag(uT) yMag(uT) zMag(uT) xAccel(g) yAccel(g) zAccel(g) latitude(deg) longitude(deg) altitude(m) xRate(rad/sec) yRate(rad/sec) zRate(rad/sec) roll(rad) pitch(rad) yaw(rad)
0.03 -13.2 -13.6 -28.4 0.01 -0.06 -0.91 37.428002 -122.174257 35.5 0.0989 0.1354 -0.1747 0.028 0.087 0.074
0.06 -13.2 -13.6 -28.4 0.06 -0.09 -0.94 37.428002 -122.174257 35.5 0.1249 0.2537 -0.2823 0.033 0.094 0.064
0.10 -12.1 -15.3 -28.2 -0.00 -0.04 -0.92 37.428002 -122.174257 35.5 -0.1484 0.4692 -0.1399 0.047 0.092 0.059
0.13 -12.1 -15.3 -28.2 0.11 -0.04 -1.04 37.428002 -122.174257 35.5 -0.4990 -0.1112 -0.3710 0.051 0.080 0.052
0.16 -11.3 -14.8 -29.2 0.05 -0.03 -0.83 37.428002 -122.174257 35.5 -0.5766 -0.5701 -0.3635 0.042 0.062 0.041
0.19 -11.3 -14.8 -29.2 0.05 -0.03 -0.83 37.428002 -122.174257 35.5 -0.6147 -0.1821 0.0110 0.028 0.046 0.037
0.22 -12.0 -12.4 -29.2 -0.12 -0.05 -0.97 37.428002 -122.174257 35.5 -1.0872 -0.2166 -0.3123 0.020 0.020 0.034
0.25 -12.0 -12.4 -29.2 0.16 -0.22 -1.73 37.428002 -122.174257 35.5 -0.4199 -0.3292 -0.5448 0.012 -0.005 0.019
0.28 -12.4 -12.2 -28.8 -0.11 0.02 -1.97 37.428002 -122.174257 35.5 2.7503 -0.9934 -0.1412 -0.005 0.033 0.009
0.32 -12.4 -12.2 -28.8 -0.11 0.02 -1.97 37.428002 -122.174257 35.5 7.3925 -1.4774 -2.2021 -0.058 0.239 -0.028
0.35 -12.6 -17.9 -21.4 0.42 0.05 -1.96 37.428002 -122.174257 35.5 9.7345 -0.5749 -1.4348 -0.063 0.489 -0.072
0.38 -12.6 -17.9 -21.4 -0.21 0.88 -1.53 37.428002 -122.174257 35.5 12.0267 -3.4387 -0.5113 -0.132 0.797 -0.060
0.41 -12.1 -23.2 -8.1 -0.03 0.95 0.15 37.428002 -122.174257 35.5 11.7395 -3.6944 -1.2832 -0.318 1.135 0.028
0.44 -12.1 -23.2 -8.1 0.01 0.54 0.98 37.428002 -122.174257 35.5 7.4539 -0.0415 -1.3694 -1.081 1.453 0.747
0.47 -9.5 -25.4 5.9 0.02 0.04 1.21 37.428002 -122.174257 35.5 4.7209 -1.1801 -1.3472 -2.582 1.447 2.245
0.50 -9.5 -25.4 5.9 -0.03 -0.03 0.82 37.428002 -122.174257 35.5 1.9765 -1.2516 -1.4239 -3.024 1.372 2.645
0.53 -6.0 -24.4 17.0 0.34 -0.34 0.67 37.428002 -122.174257 35.5 0.4190 0.9111 -1.7263 2.976 1.338 2.945
0.56 -6.0 -24.4 17.0 0.29 -0.59 0.50 37.428002 -122.174257 35.5 0.0170 -0.5540 -0.2835 2.852 1.326 3.084
0.60 -5.0 -24.4 18.6 0.10 -0.78 0.47 37.428002 -122.174257 35.5 -0.0207 -0.7294 0.0969 2.827 1.325 3.084
0.63 -5.0 -24.4 18.6 0.06 -0.95 0.41 37.428002 -122.174257 35.5 -0.3645 0.2841 0.1646 2.848 1.323 3.060
0.66 -4.1 -24.3 18.8 0.05 -1.09 0.22 37.428002 -122.174257 35.5 -0.6498 0.0887 0.0657 2.852 1.337 3.063
0.69 -4.1 -24.3 18.8 0.03 -1.08 0.14 37.428002 -122.174257 35.5 -0.5618 -0.4181 0.0378 2.818 1.358 3.085
0.72 -3.8 -24.8 18.7 0.09 -1.01 0.12 37.428002 -122.174257 35.5 -0.5513 0.1633 0.0126 2.786 1.374 3.114
0.75 -3.8 -24.8 18.7 0.14 -0.98 0.06 37.428002 -122.174257 35.5 -0.4953 0.6854 0.0347 2.752 1.395 -3.123
0.78 -3.3 -26.3 18.2 0.19 -0.96 0.14 37.428002 -122.174257 35.5 -0.0995 1.3005 0.1359 2.762 1.403 -3.092
