iPhone Sensor Log from Crossbow started at Dec 16, 2011 19:26:33 Pacific Standard Time.
ElapsedTime(s) xMag(uT) yMag(uT) zMag(uT) xAccel(g) yAccel(g) zAccel(g) latitude(deg) longitude(deg) altitude(m) xRate(rad/sec) yRate(rad/sec) zRate(rad/sec) roll(rad) pitch(rad) yaw(rad)
0.04 -18.9 2.9 -30.9 0.17 -0.09 -1.08 0 0 0 -0.7144 -0.5522 0.2398 0.139 0.036 -0.927
0.07 -18.9 2.9 -30.9 0.10 -0.10 -1.03 0 0 0 -0.2748 -0.0011 0.0848 0.135 0.027 -0.921
0.10 -20.5 2.2 -30.4 0.09 -0.13 -0.97 0 0 0 -0.4453 -0.6446 -0.1999 0.126 0.027 -0.922
0.13 -20.5 2.2 -30.4 0.12 0.19 -1.51 0 0 0 -2.0992 -1.2298 -0.7010 0.096 -0.009 -0.932
0.16 -20.5 4.3 -30.3 0.37 0.09 -1.99 0 0 0 -2.8377 0.1264 -0.6502 0.082 -0.080 -0.944
0.19 -20.5 4.3 -30.3 0.28 0.37 -2.00 0 0 0 -1.8168 -0.2144 1.1682 0.096 -0.169 -0.927
0.22 -20.2 8.5 -30.0 0.14 0.55 -2.00 0 0 0 -0.9250 0.2599 1.7104 0.107 -0.201 -0.831
0.25 -20.2 8.5 -30.0 0.37 0.66 -2.00 0 0 0 0.9162 3.1256 1.1392 0.160 -0.198 -0.798
0.28 -18.8 10.8 -30.2 0.40 0.70 -2.00 0 0 0 2.4955 0.1594 1.2380 0.193 -0.141 -0.781
0.32 -18.8 10.8 -30.2 0.19 0.68 -1.42 0 0 0 3.4906 -0.9587 1.9512 0.166 -0.019 -0.740
0.35 -18.4 10.6 -31.4 -0.17 0.51 -0.62 0 0 0 3.6733 -0.2507 2.1291 0.149 0.086 -0.701
0.38 -18.4 10.6 -31.4 -0.05 0.45 0.32 0 0 0 4.2945 0.1484 1.6247 0.147 0.197 -0.666
0.41 -19.3 4.2 -31.6 0.16 0.25 0.72 0 0 0 4.3191 -0.6712 0.9083 0.134 0.319 -0.652
0.44 -19.3 4.2 -31.6 -0.08 0.10 0.71 0 0 0 2.3599 -0.8854 0.9643 0.077 0.468 -0.633
0.47 -20.7 -1.3 -30.5 -0.27 -0.07 0.23 0 0 0 0.8768 -0.2373 1.1124 0.049 0.509 -0.602
0.50 -20.7 -1.3 -30.5 -0.24 -0.08 0.16 0 0 0 0.5271 -0.6893 0.4408 0.021 0.527 -0.574
0.53 -22.8 -5.6 -29.4 -0.46 -0.16 -0.07 0 0 0 0.4574 -0.7692 0.2308 -0.004 0.542 -0.566
0.57 -22.8 -5.6 -29.4 -0.46 -0.16 -0.07 0 0 0 -0.0138 -0.7879 0.2952 -0.027 0.547 -0.558
0.60 -24.0 -5.6 -28.8 -0.77 -0.18 -0.27 0 0 0 -0.5456 -0.5348 0.2700 -0.073 0.533 -0.537
0.63 -24.0 -5.6 -28.8 -1.08 -0.21 -0.51 0 0 0 -0.8790 -0.8651 0.3155 -0.097 0.513 -0.530
0.66 -25.4 -3.8 -27.5 -1.29 -0.25 -0.89 0 0 0 -1.3534 -1.1069 0.1405 -0.123 0.481 -0.528
0.69 -25.4 -3.8 -27.5 -1.43 -0.22 -1.18 0 0 0 -1.0952 -1.7153 -0.7406 -0.171 0.439 -0.544
0.72 -27.3 -3.0 -26.2 -1.41 -0.10 -1.09 0 0 0 -0.6307 -2.6398 -1.3497 -0.214 0.424 -0.581
0.75 -27.3 -3.0 -26.2 -0.69 -0.25 -1.37 0 0 0 -0.2270 -3.2467 -2.7236 -0.302 0.421 -0.703
0.78 -31.8 -4.8 -21.9 -0.04 0.20 -0.93 0 0 0 0.8767 -1.9629 -1.5711 -0.349 0.451 -0.756
0.82 -31.8 -4.8 -21.9 0.10 0.08 -0.90 0 0 0 -1.0982 0.9067 -1.8928 -0.341 0.466 -0.797
0.85 -33.5 -7.7 -19.7 0.98 -0.05 -1.30 0 0 0 -1.1079 -1.7971 -2.8636 -0.284 0.436 -0.926
0.88 -33.5 -7.7 -19.7 1.24 -0.09 -1.28 0 0 0 -0.9669 -2.7737 -1.7528 -0.329 0.432 -0.998
0.91 -34.3 -10.4 -17.6 0.56 -0.29 -1.22 0 0 0 -0.9497 -0.7523 -0.4832 -0.357 0.417 -1.032
0.94 -34.3 -10.4 -17.6 0.49 -0.35 -1.04 0 0 0 -0.0146 -0.9909 -0.2849 -0.377 0.395 -1.062
0.97 -35.5 -11.2 -16.3 0.44 -0.11 -0.31 0 0 0 0.8256 -0.2258 -0.0399 -0.396 0.408 -1.059
1.00 -35.5 -11.2 -16.3 0.33 -0.07 -0.05 0 0 0 0.7630 1.2989 -0.4863 -0.368 0.443 -1.057
1.03 -35.8 -12.3 -16.6 0.33 -0.08 0.06 0 0 0 0.6641 0.3854 -0.3989 -0.343 0.464 -1.063
1.07 -35.8 -12.3 -16.6 0.30 0.00 0.11 0 0 0 0.7420 -0.4045 0.0529 -0.350 0.483 -1.062
1.10 -35.8 -13.1 -16.3 0.09 0.28 0.31 0 0 0 0.8694 1.1481 -0.2630 -0.347 0.522 -1.038
1.14 -35.8 -13.1 -16.3 0.02 -0.00 -0.01 0 0 0 -1.0576 1.1431 -0.7052 -0.282 0.525 -1.066
1.16 -35.1 -13.6 -16.6 -0.04 0.06 -0.52 0 0 0 -1.6498 0.7863 -0.3323 -0.257 0.502 -1.084
1.19 -35.1 -13.6 -16.6 -0.73 0.11 -1.17 0 0 0 -2.7093 -0.8277 0.6255 -0.260 0.428 -1.092
1.22 -33.0 -12.1 -19.2 -0.76 -0.14 -2.00 0 0 0 -4.3244 -0.4154 0.7037 -0.266 0.327 -1.101
1.25 -33.0 -12.1 -19.2 -0.35 -0.56 -1.99 0 0 0 -4.1133 -1.8187 0.3792 -0.297 0.213 -1.122
1.29 -32.9 -8.5 -20.3 -0.19 -0.48 -1.99 0 0 0 -1.4119 2.3930 -1.1026 -0.269 0.101 -1.171
1.32 -32.9 -8.5 -20.3 0.14 -0.40 -1.99 0 0 0 -0.3772 1.2318 -1.0198 -0.216 0.089 -1.207
1.35 -31.6 -6.0 -23.3 0.48 -0.23 -1.80 0 0 0 0.1317 0.0727 -0.7123 -0.205 0.092 -1.228
1.38 -31.6 -6.0 -23.3 0.80 -0.09 -1.43 0 0 0 1.0082 2.0926 -1.1621 -0.159 0.121 -1.258
1.41 -29.7 -7.3 -25.4 0.68 0.05 -1.18 0 0 0 1.5022 1.1265 -0.2205 -0.111 0.159 -1.274
1.44 -29.7 -7.3 -25.4 0.74 -0.02 -1.32 0 0 0 0.5033 0.5373 0.8584 -0.104 0.196 -1.240
1.47 -27.6 -8.7 -26.2 0.48 0.12 -1.19 0 0 0 1.2567 1.9492 0.5912 -0.066 0.224 -1.213
1.50 -27.6 -8.7 -26.2 -0.51 -0.10 -1.21 0 0 0 0.8023 1.3293 1.9587 -0.032 0.251 -1.176
