iPhone Sensor Log from Crossbow started at Dec 16, 2011 19:29:51 Pacific Standard Time.
ElapsedTime(s) xMag(uT) yMag(uT) zMag(uT) xAccel(g) yAccel(g) zAccel(g) latitude(deg) longitude(deg) altitude(m) xRate(rad/sec) yRate(rad/sec) zRate(rad/sec) roll(rad) pitch(rad) yaw(rad)
0.04 14.8 -3.5 -27.9 -0.00 -0.09 -1.03 0 0 0 -0.4161 0.0651 0.3294 0.054 0.124 1.567
0.07 15.5 -3.5 -25.6 0.08 -0.10 -1.02 0 0 0 -0.1887 0.0363 0.1101 0.060 0.105 1.571
0.10 15.5 -3.5 -25.6 -0.01 0.02 -0.95 0 0 0 -0.0066 -0.8456 0.7072 0.041 0.098 1.583
0.13 16.7 -3.9 -25.1 -0.16 0.10 -0.96 0 0 0 -0.6748 -0.6746 0.3358 0.005 0.088 1.605
0.16 16.7 -3.9 -25.1 -0.11 0.13 -1.10 0 0 0 -1.4343 -0.1247 -0.3527 -0.004 0.058 1.602
0.20 15.6 -2.7 -26.1 0.02 0.09 -1.33 0 0 0 -1.1686 -1.1250 -0.2479 -0.029 -0.009 1.581
0.22 15.6 -2.7 -26.1 -0.05 0.04 -1.46 0 0 0 -0.5474 -1.3226 0.2034 -0.065 -0.030 1.581
0.25 14.0 -0.7 -27.2 -0.18 0.05 -1.54 0 0 0 -0.6911 -0.1341 0.6941 -0.082 -0.046 1.591
0.29 14.0 -0.7 -27.2 -0.21 0.31 -1.69 0 0 0 -1.3753 1.8223 1.0238 -0.057 -0.077 1.615
0.32 14.4 0.9 -26.8 0.21 0.61 -2.00 0 0 0 -2.3316 1.6207 0.1477 0.004 -0.131 1.628
0.35 14.4 0.9 -26.8 0.04 0.88 -2.00 0 0 0 -0.5854 -0.9486 1.4650 0.005 -0.177 1.648
0.38 16.3 2.1 -25.7 0.10 1.02 -2.00 0 0 0 0.3300 1.8641 1.4228 0.026 -0.183 1.688
0.41 16.3 2.1 -25.7 -0.36 0.37 -0.90 0 0 0 2.2352 2.3789 3.1474 0.149 -0.080 1.784
0.44 18.9 -1.4 -23.8 -0.46 0.29 -0.42 0 0 0 2.0054 1.6693 2.3865 0.210 -0.021 1.848
0.47 18.9 -1.4 -23.8 -0.21 0.17 0.63 0 0 0 5.0276 -0.8857 1.0889 0.210 0.128 1.872
0.50 20.2 -6.6 -21.0 -0.17 0.03 0.79 0 0 0 3.2625 -1.3044 1.3811 0.175 0.247 1.878
0.53 20.2 -6.6 -21.0 -0.30 -0.09 0.33 0 0 0 1.4091 -1.5943 1.0971 0.126 0.304 1.906
0.57 17.7 -13.7 -18.7 -0.59 -0.07 0.05 0 0 0 0.8898 -1.7321 0.2671 0.049 0.352 1.930
0.60 17.7 -13.7 -18.7 -0.97 -0.16 -0.31 0 0 0 0.3217 -1.8689 0.0649 -0.000 0.368 1.933
0.63 16.2 -16.2 -19.3 -1.22 -0.31 -0.40 0 0 0 0.0582 -1.6028 -0.6011 -0.044 0.371 1.925
0.66 16.2 -16.2 -19.3 -1.50 -0.48 -0.47 0 0 0 -0.0253 -1.2986 -1.0327 -0.083 0.376 1.891
