iPhone Sensor Log from Crossbow started at Dec 16, 2011 19:24:03 Pacific Standard Time.
ElapsedTime(s) xMag(uT) yMag(uT) zMag(uT) xAccel(g) yAccel(g) zAccel(g) latitude(deg) longitude(deg) altitude(m) xRate(rad/sec) yRate(rad/sec) zRate(rad/sec) roll(rad) pitch(rad) yaw(rad)
0.04 5.2 19.0 -33.5 0.13 -0.03 -1.17 0 0 0 -0.1693 0.0685 -0.3231 0.113 0.102 0.377
0.07 4.4 18.9 -31.8 0.09 -0.11 -0.89 0 0 0 0.3762 -0.9627 -0.0018 0.099 0.106 0.374
0.10 4.4 18.9 -31.8 -0.01 -0.05 -0.97 0 0 0 -1.2180 -0.6530 -0.9958 0.065 0.092 0.357
0.13 3.2 20.2 -30.2 0.07 0.00 -1.05 0 0 0 -1.7875 0.1108 -1.0536 0.062 0.045 0.330
0.16 3.2 20.2 -30.2 -0.10 0.00 -1.00 0 0 0 -0.7440 -0.5444 -0.2345 0.058 0.010 0.315
0.19 2.0 21.3 -28.9 -0.12 -0.01 -0.93 0 0 0 0.3247 -0.6283 -0.0149 0.014 0.014 0.323
0.22 2.0 21.3 -28.9 -0.08 -0.03 -1.11 0 0 0 -0.7644 -0.0498 -0.3854 0.002 0.007 0.314
0.25 0.7 22.7 -27.8 -0.05 -0.03 -1.01 0 0 0 -0.8354 -0.0465 0.0256 0.003 -0.020 0.310
0.29 0.7 22.7 -27.8 -0.07 -0.04 -0.86 0 0 0 0.3050 -0.2282 0.0782 -0.009 -0.021 0.314
0.32 0.5 23.5 -27.8 0.06 -0.03 -1.01 0 0 0 -0.7122 0.2761 -0.2071 -0.010 -0.019 0.311
0.35 0.5 23.5 -27.8 0.03 -0.06 -1.40 0 0 0 -1.5230 0.8901 -0.0188 0.012 -0.064 0.304
0.38 1.2 24.7 -27.2 0.24 0.07 -1.68 0 0 0 -1.3394 0.3761 0.1103 0.039 -0.121 0.310
0.41 1.2 24.7 -27.2 0.22 0.36 -2.00 0 0 0 -2.0923 -1.1126 0.6427 0.019 -0.157 0.318
