iPhone Sensor Log from Crossbow started at Dec 16, 2011 19:32:23 Pacific Standard Time.
ElapsedTime(s) xMag(uT) yMag(uT) zMag(uT) xAccel(g) yAccel(g) zAccel(g) latitude(deg) longitude(deg) altitude(m) xRate(rad/sec) yRate(rad/sec) zRate(rad/sec) roll(rad) pitch(rad) yaw(rad)
0.04 15.9 -10.8 -24.7 -0.05 -0.16 -1.21 0 0 0 0.0397 -1.5279 0.5028 -0.019 0.183 1.384
0.07 15.9 -10.8 -24.7 -0.10 -0.15 -1.09 0 0 0 -0.0402 0.1680 0.0264 -0.048 0.189 1.396
0.10 15.5 -11.2 -24.5 -0.02 -0.12 -1.04 0 0 0 -0.4430 -0.1299 -0.3513 -0.032 0.173 1.386
0.13 15.5 -11.2 -24.5 -0.10 -0.11 -1.07 0 0 0 -0.6636 -1.2731 -0.2081 -0.058 0.160 1.379
0.16 15.5 -10.7 -25.5 -0.03 -0.05 -1.28 0 0 0 -1.2761 0.3488 -0.8355 -0.071 0.119 1.355
0.19 15.5 -10.7 -25.5 -0.03 -0.06 -1.08 0 0 0 -0.1592 0.5697 -0.3149 -0.052 0.104 1.337
0.23 15.2 -8.8 -26.6 -0.02 -0.12 -1.01 0 0 0 -0.0302 -1.0224 0.0920 -0.074 0.107 1.342
0.26 15.2 -8.8 -26.6 -0.12 -0.12 -1.00 0 0 0 -0.8519 0.1030 -0.1944 -0.084 0.095 1.337
0.29 13.9 -7.6 -26.8 -0.10 -0.15 -1.20 0 0 0 -1.6085 0.8984 -0.2619 -0.067 0.060 1.326
0.32 13.9 -7.6 -26.8 0.14 -0.46 -1.71 0 0 0 -2.0582 1.0455 0.0084 -0.033 -0.008 1.321
0.35 14.2 -5.4 -27.1 0.16 -0.17 -1.99 0 0 0 -2.4032 -0.0002 -0.0106 -0.016 -0.065 1.317
0.38 14.2 -5.4 -27.1 0.03 0.49 -2.00 0 0 0 -2.3307 -1.8206 1.3538 -0.037 -0.136 1.334
0.41 13.6 -2.0 -27.2 -0.21 0.72 -2.00 0 0 0 -0.1923 -2.5127 2.0428 -0.134 -0.181 1.402
0.44 13.6 -2.0 -27.2 -0.21 0.80 -1.53 0 0 0 2.3791 1.9857 1.1242 -0.108 -0.144 1.454
0.47 12.4 -2.3 -27.1 -0.30 0.71 -0.56 0 0 0 3.7723 1.1734 1.4795 -0.062 -0.060 1.497
0.51 12.4 -2.3 -27.1 -0.02 0.54 0.10 0 0 0 4.1354 0.7954 0.5091 -0.030 0.076 1.535
0.54 12.8 -7.7 -25.7 0.09 0.32 0.54 0 0 0 4.2092 0.0719 0.7176 -0.023 0.190 1.554
0.57 12.8 -7.7 -25.7 0.15 0.18 0.48 0 0 0 3.0170 -0.3470 0.6867 -0.033 0.283 1.576
0.60 12.9 -13.8 -22.8 0.04 0.15 0.51 0 0 0 1.8048 -0.2451 0.6864 -0.065 0.384 1.611
0.63 12.9 -13.8 -22.8 -0.26 -0.00 0.23 0 0 0 0.7908 -0.2969 1.0864 -0.082 0.414 1.638
0.66 13.0 -17.4 -21.1 -0.78 -0.10 -0.06 0 0 0 0.0087 -0.3480 1.2976 -0.116 0.421 1.688
0.69 13.0 -17.4 -21.1 -1.28 -0.22 -0.52 0 0 0 -0.8491 -0.0570 1.2236 -0.143 0.405 1.726
0.72 11.1 -19.0 -20.1 -1.64 -0.22 -0.93 0 0 0 -1.3470 -0.2587 0.8765 -0.155 0.369 1.750
0.76 11.1 -19.0 -20.1 -1.95 -0.17 -1.52 0 0 0 -1.3790 -0.3616 -0.1656 -0.172 0.309 1.770
0.79 9.9 -18.9 -20.8 -1.37 0.00 -1.60 0 0 0 -0.5925 -1.2519 -2.0485 -0.180 0.289 1.727
