iPhone Sensor Log from Crossbow started at Dec 16, 2011 19:28:42 Pacific Standard Time.
ElapsedTime(s) xMag(uT) yMag(uT) zMag(uT) xAccel(g) yAccel(g) zAccel(g) latitude(deg) longitude(deg) altitude(m) xRate(rad/sec) yRate(rad/sec) zRate(rad/sec) roll(rad) pitch(rad) yaw(rad)
0.03 -18.6 -3.0 -27.2 0.06 -0.17 -0.97 0 0 0 -0.7817 0.0717 -0.3665 0.048 0.136 -1.313
0.07 -18.6 -3.0 -27.2 0.02 -0.17 -0.91 0 0 0 -0.0344 0.3708 -0.1397 0.056 0.126 -1.320
0.10 -17.0 -2.6 -27.8 0.05 -0.21 -0.80 0 0 0 -0.5418 0.1318 -0.4669 0.067 0.114 -1.331
0.13 -17.0 -2.6 -27.8 0.01 -0.15 -0.98 0 0 0 -1.0942 -0.5139 -0.5334 0.061 0.091 -1.345
0.16 -16.7 -2.7 -27.9 0.02 -0.12 -0.99 0 0 0 -0.8002 -0.6910 -0.4707 0.036 0.052 -1.359
0.19 -16.7 -2.7 -27.9 0.00 -0.20 -0.87 0 0 0 -0.4875 -0.2387 -0.2026 0.024 0.037 -1.368
0.22 -17.6 -2.1 -27.3 0.04 -0.20 -0.75 0 0 0 -0.6835 0.0316 -0.2833 0.023 0.021 -1.374
0.26 -17.6 -2.1 -27.3 0.08 -0.14 -1.07 0 0 0 -1.5428 0.3903 0.0054 0.030 -0.008 -1.378
0.29 -18.0 0.8 -27.5 0.22 -0.21 -1.13 0 0 0 -1.5864 0.1817 -0.0127 0.044 -0.104 -1.370
0.32 -18.0 0.8 -27.5 0.50 -0.34 -1.77 0 0 0 -1.7461 1.1931 0.0556 0.068 -0.143 -1.368
0.35 -17.3 3.2 -28.1 0.43 0.05 -1.99 0 0 0 -1.2575 -1.6033 1.3284 0.065 -0.198 -1.337
0.38 -17.3 3.2 -28.1 1.02 1.15 -2.00 0 0 0 -2.5665 -0.7946 1.2207 0.031 -0.246 -1.298
0.41 -17.1 7.0 -28.1 0.85 1.82 -2.01 0 0 0 0.4499 0.8941 2.0485 0.055 -0.281 -1.258
0.44 -17.1 7.0 -28.1 0.22 1.47 -1.84 0 0 0 4.8950 1.2638 3.9193 0.128 -0.100 -1.120
0.47 -16.1 7.0 -28.1 -0.28 1.14 -0.36 0 0 0 5.7169 0.8613 3.7371 0.158 0.055 -1.039
0.50 -16.1 7.0 -28.1 -0.12 0.78 0.86 0 0 0 6.6509 -0.2692 2.7788 0.157 0.232 -0.983
0.54 -15.2 3.2 -28.7 -0.07 0.52 0.91 0 0 0 4.1953 -1.0859 2.4557 0.100 0.438 -0.917
0.57 -15.2 3.2 -28.7 -0.14 0.38 0.95 0 0 0 2.9881 -0.6664 2.0832 0.050 0.532 -0.858
0.60 -17.3 -3.5 -27.6 -0.45 0.20 0.64 0 0 0 0.8526 -0.3702 1.9897 -0.036 0.615 -0.754
0.63 -17.3 -3.5 -27.6 -1.37 -0.08 0.14 0 0 0 0.0684 -0.0845 1.7743 -0.076 0.619 -0.694
0.66 -19.9 -4.2 -26.7 -1.89 -0.32 -0.62 0 0 0 -1.1514 -0.4964 1.0642 -0.107 0.600 -0.650
0.69 -19.9 -4.2 -26.7 -2.04 -0.40 -1.08 0 0 0 -1.1929 -1.4041 0.4890 -0.143 0.566 -0.634
0.72 -22.0 -2.9 -27.1 -2.04 -0.44 -1.34 0 0 0 -1.0900 -1.3791 -0.5252 -0.195 0.527 -0.643
0.76 -22.0 -2.9 -27.1 -1.80 -0.12 -1.02 0 0 0 -0.9431 -1.5845 -2.2197 -0.202 0.504 -0.697
0.79 -24.4 -2.8 -26.2 -0.84 0.08 -0.64 0 0 0 0.1393 -4.5579 -2.6339 -0.291 0.522 -0.818
0.82 -24.4 -2.8 -26.2 0.89 0.95 -0.06 0 0 0 0.7580 -4.1169 -3.1512 -0.374 0.559 -0.895
0.85 -27.5 -5.1 -22.2 1.77 0.59 -1.42 0 0 0 -1.6107 1.7693 -3.6094 -0.341 0.594 -1.004
0.88 -27.5 -5.1 -22.2 1.44 0.33 -1.19 0 0 0 -1.6088 -2.7710 -1.2247 -0.257 0.507 -1.131
0.91 -29.0 -9.9 -18.1 1.44 -0.19 -1.51 0 0 0 -2.8677 -2.8729 -1.7150 -0.325 0.471 -1.189
0.94 -29.0 -9.9 -18.1 0.71 -0.23 -0.42 0 0 0 -0.5212 0.2218 -1.3109 -0.322 0.438 -1.252
0.97 -29.5 -12.4 -18.4 0.61 -0.16 -0.11 0 0 0 -0.2969 0.2396 -0.3515 -0.257 0.441 -1.291
1.00 -29.5 -12.4 -18.4 0.15 -0.09 0.11 0 0 0 -0.5963 -0.7031 0.1960 -0.271 0.429 -1.296
1.04 -29.9 -12.7 -18.7 -0.10 0.17 0.55 0 0 0 0.1321 0.8643 -0.2578 -0.263 0.421 -1.295
1.07 -29.9 -12.7 -18.7 0.19 0.57 0.33 0 0 0 -0.0575 0.5209 -1.2365 -0.232 0.429 -1.317
1.10 -29.3 -12.9 -18.7 0.02 0.65 -0.39 0 0 0 -1.7594 -0.1987 -1.9249 -0.210 0.416 -1.374
1.13 -29.3 -12.9 -18.7 -0.23 0.75 -1.85 0 0 0 -4.5042 -1.7816 -0.9809 -0.216 0.284 -1.470
1.16 -28.2 -13.2 -20.2 -0.36 0.51 -2.00 0 0 0 -5.1929 -1.9874 -0.9272 -0.260 0.161 -1.526
