iPhone Sensor Log from Crossbow started at Dec 16, 2011 19:27:24 Pacific Standard Time.
ElapsedTime(s) xMag(uT) yMag(uT) zMag(uT) xAccel(g) yAccel(g) zAccel(g) latitude(deg) longitude(deg) altitude(m) xRate(rad/sec) yRate(rad/sec) zRate(rad/sec) roll(rad) pitch(rad) yaw(rad)
0.04 -15.6 -6.8 -30.1 0.17 -0.17 -0.71 0 0 0 -0.2590 -0.1289 1.2027 0.134 0.285 -1.058
0.07 -15.6 -6.8 -30.1 0.10 -0.25 -0.79 0 0 0 -0.3164 -0.2269 0.9176 0.121 0.280 -1.028
0.11 -16.9 -6.0 -29.2 0.28 -0.24 -0.62 0 0 0 -0.0070 -0.5670 0.1825 0.107 0.279 -1.014
0.14 -16.9 -6.0 -29.2 0.16 -0.15 -0.59 0 0 0 -1.0109 -1.3589 0.4849 0.055 0.259 -1.007
0.17 -18.0 -5.7 -28.9 -0.02 -0.22 -0.77 0 0 0 -1.6045 -1.3206 0.5473 0.017 0.223 -0.991
0.20 -18.0 -5.7 -28.9 0.06 -0.21 -0.88 0 0 0 -1.2038 -1.6534 0.0968 -0.026 0.185 -0.983
0.23 -20.7 -3.4 -27.8 0.07 -0.15 -0.87 0 0 0 -0.6757 -1.3053 0.2059 -0.082 0.153 -0.985
0.26 -20.7 -3.4 -27.8 -0.02 -0.21 -0.93 0 0 0 -1.1650 0.0872 0.5808 -0.099 0.131 -0.975
0.29 -21.7 -1.0 -26.9 0.11 -0.29 -1.09 0 0 0 -1.8205 1.0908 0.5456 -0.079 0.086 -0.963
0.32 -21.7 -1.0 -26.9 0.11 -0.09 -1.24 0 0 0 -1.1478 -0.6085 0.4726 -0.078 0.017 -0.953
0.36 -21.9 1.3 -27.5 -0.08 -0.16 -1.99 0 0 0 -2.8641 0.1846 1.0195 -0.082 -0.039 -0.936
0.39 -21.9 1.3 -27.5 0.09 0.23 -2.00 0 0 0 -2.1482 -1.7083 0.4523 -0.115 -0.134 -0.919
0.42 -21.7 5.0 -26.6 0.27 0.74 -2.00 0 0 0 -1.3873 -0.0708 0.9108 -0.142 -0.181 -0.908
0.45 -21.7 5.0 -26.6 0.43 1.30 -2.00 0 0 0 -0.8238 3.2310 0.9023 -0.083 -0.213 -0.886
0.48 -21.9 8.1 -25.0 -0.03 1.21 -1.55 0 0 0 3.6327 1.3688 2.1465 0.028 -0.137 -0.819
0.51 -21.9 8.1 -25.0 -0.28 0.84 -0.55 0 0 0 4.1431 0.6122 2.2882 0.062 -0.034 -0.765
0.54 -19.4 9.2 -27.1 -0.44 0.49 0.37 0 0 0 5.3795 -0.2346 2.2903 0.064 0.103 -0.714
0.57 -19.4 9.2 -27.1 -0.16 0.28 0.50 0 0 0 3.6697 -0.1269 1.3036 0.036 0.269 -0.657
0.61 -18.3 5.8 -29.4 -0.21 0.30 0.66 0 0 0 2.6712 0.4493 1.0657 0.037 0.350 -0.630
0.64 -18.3 5.8 -29.4 -0.50 0.20 0.47 0 0 0 1.3715 0.1552 1.1511 0.030 0.403 -0.600
0.67 -18.3 0.3 -30.4 -0.88 0.11 0.00 0 0 0 0.1243 -0.5330 0.6388 0.011 0.434 -0.557
0.70 -18.3 0.3 -30.4 -1.62 0.03 -0.56 0 0 0 -0.2911 -1.0442 0.6743 -0.022 0.431 -0.539
0.73 -18.1 -0.2 -30.2 -2.05 -0.04 -1.24 0 0 0 -0.6439 -0.8906 -0.4034 -0.054 0.408 -0.538
0.76 -18.1 -0.2 -30.2 -1.96 -0.15 -1.48 0 0 0 -0.3411 -1.1525 -1.3701 -0.072 0.398 -0.566
0.79 -18.4 -0.2 -30.1 -1.58 0.03 -0.82 0 0 0 0.9226 -1.6824 -1.9583 -0.092 0.411 -0.617
0.82 -18.4 -0.2 -30.1 -0.43 0.16 -0.98 0 0 0 -0.2945 -1.1659 -3.3738 -0.104 0.443 -0.714
0.86 -21.1 -1.8 -28.8 1.52 0.84 -0.21 0 0 0 1.8682 -1.9526 -5.4484 -0.069 0.478 -0.900
0.89 -21.1 -1.8 -28.8 1.49 0.66 -0.82 0 0 0 0.2199 -0.4602 -3.8079 -0.050 0.518 -1.034
0.92 -23.5 -8.2 -26.2 1.49 0.66 -0.82 0 0 0 -0.7441 -1.0897 -3.4277 0.032 0.488 -1.174
0.95 -23.5 -8.2 -26.2 1.89 0.19 -0.83 0 0 0 0.4304 -3.0751 -1.3439 -0.013 0.491 -1.240
0.98 -23.6 -13.9 -24.6 0.82 -0.05 -0.07 0 0 0 1.1579 -0.4449 0.1026 -0.046 0.506 -1.256
1.01 -23.6 -13.9 -24.6 0.53 -0.18 0.10 0 0 0 0.0137 -2.3309 -0.8401 -0.070 0.529 -1.270
1.04 -25.6 -17.7 -22.0 0.61 -0.12 0.11 0 0 0 1.2931 -2.5299 0.2628 -0.143 0.548 -1.275
1.08 -25.6 -17.7 -22.0 -0.13 0.24 0.85 0 0 0 0.8979 1.1459 -0.5230 -0.147 0.600 -1.266
1.11 -26.7 -18.8 -20.2 -0.47 0.25 1.20 0 0 0 -0.8551 -1.1276 -1.1053 -0.134 0.602 -1.293
1.14 -26.7 -18.8 -20.2 -0.02 0.51 -0.62 0 0 0 -3.6252 -1.5904 -1.6566 -0.153 0.544 -1.351
1.17 -26.9 -19.3 -19.4 -0.15 0.49 -2.00 0 0 0 -4.1472 -1.2560 -1.1386 -0.149 0.414 -1.433
1.20 -26.9 -19.3 -19.4 0.21 -0.31 -1.99 0 0 0 -3.4059 -1.1486 -1.3975 -0.204 0.260 -1.496
1.23 -26.8 -18.4 -19.7 1.35 -0.34 -1.98 0 0 0 -1.4410 1.6127 -2.2711 -0.167 0.219 -1.563
1.26 -26.8 -18.4 -19.7 1.35 -0.34 -1.98 0 0 0 -0.2788 0.9872 -0.4698 -0.107 0.202 -1.617
1.29 -25.4 -16.9 -22.3 1.25 -0.14 -1.97 0 0 0 0.0462 1.5218 0.3162 -0.075 0.198 -1.615
1.32 -25.4 -16.9 -22.3 1.46 0.25 -1.93 0 0 0 0.4089 1.1376 0.8468 -0.045 0.204 -1.600
1.36 -23.4 -15.4 -26.2 1.41 0.49 -1.99 0 0 0 0.4040 2.9312 2.1454 0.031 0.219 -1.532
1.39 -23.4 -15.4 -26.2 0.22 0.69 -1.43 0 0 0 0.7026 1.7628 3.2862 0.081 0.239 -1.457
1.42 -21.9 -13.7 -27.4 -1.07 0.03 -1.23 0 0 0 -0.0575 0.0741 4.7332 0.066 0.266 -1.347
1.45 -21.9 -13.7 -27.4 -1.91 -0.34 -1.22 0 0 0 0.1469 0.7417 3.5201 0.030 0.248 -1.179
