iPhone Sensor Log from Crossbow started at Dec 16, 2011 19:27:38 Pacific Standard Time.
ElapsedTime(s) xMag(uT) yMag(uT) zMag(uT) xAccel(g) yAccel(g) zAccel(g) latitude(deg) longitude(deg) altitude(m) xRate(rad/sec) yRate(rad/sec) zRate(rad/sec) roll(rad) pitch(rad) yaw(rad)
0.04 -19.2 -1.5 -31.9 0.11 -0.29 -1.09 0 0 0 0.0188 0.1376 0.3167 0.031 0.123 -1.020
0.07 -19.1 -0.2 -29.5 -0.04 -0.23 -1.08 0 0 0 -0.0968 -0.0991 0.0133 0.029 0.123 -1.015
0.10 -19.1 -0.2 -29.5 0.05 -0.28 -1.11 0 0 0 -0.0654 -0.4009 -0.0784 0.023 0.125 -1.017
0.13 -20.1 1.2 -28.7 0.05 -0.04 -1.13 0 0 0 -1.1493 0.0492 -0.0988 0.019 0.108 -1.020
0.16 -20.1 1.2 -28.7 0.02 0.00 -1.37 0 0 0 -1.5545 -0.1171 -0.2721 0.020 0.051 -1.024
0.20 -21.0 2.5 -28.2 0.14 0.02 -1.33 0 0 0 -1.0845 -0.6461 -0.4503 0.009 0.019 -1.035
0.22 -21.0 2.5 -28.2 0.17 0.10 -1.58 0 0 0 -1.6127 0.4482 -0.3155 0.008 -0.046 -1.053
0.26 -20.2 4.9 -27.5 0.05 0.18 -1.92 0 0 0 -0.7668 -0.4015 0.3074 0.009 -0.078 -1.052
0.29 -20.2 4.9 -27.5 0.12 0.37 -2.00 0 0 0 -0.7219 -0.4775 0.2442 -0.010 -0.094 -1.046
0.32 -19.5 6.2 -28.0 0.50 0.88 -2.00 0 0 0 -2.3626 4.6440 1.1129 0.085 -0.150 -1.021
0.35 -19.5 6.2 -28.0 1.04 1.15 -2.00 0 0 0 -0.9765 1.7780 1.1767 0.177 -0.193 -0.986
0.38 -17.7 8.2 -29.4 0.29 1.18 -1.37 0 0 0 2.9977 0.4983 3.2997 0.202 -0.128 -0.912
0.41 -17.7 8.2 -29.4 -0.21 0.57 -0.52 0 0 0 2.2208 1.0773 3.4491 0.244 -0.002 -0.812
0.45 -13.7 9.3 -31.4 -0.53 0.38 -0.32 0 0 0 2.5056 0.5491 2.7374 0.270 0.073 -0.748
0.47 -13.7 9.3 -31.4 -0.36 0.22 0.73 0 0 0 5.6972 -1.6665 1.3240 0.239 0.249 -0.726
0.51 -14.0 5.2 -32.3 -0.28 0.12 1.00 0 0 0 4.0845 -1.6491 0.7821 0.192 0.385 -0.730
0.54 -14.0 5.2 -32.3 -0.19 0.12 0.60 0 0 0 1.6291 -0.9384 0.5621 0.156 0.454 -0.725
0.57 -17.3 -2.1 -31.8 -0.75 -0.10 0.26 0 0 0 0.3471 -0.7634 0.9389 0.113 0.496 -0.692
0.60 -17.3 -2.1 -31.8 -1.46 -0.37 -0.11 0 0 0 -0.3923 -0.6288 0.3937 0.085 0.494 -0.674
0.63 -18.4 -3.5 -30.7 -2.04 -0.49 -0.56 0 0 0 -0.8573 -0.6503 0.3994 0.060 0.478 -0.661
0.66 -18.4 -3.5 -30.7 -1.88 -0.50 -1.36 0 0 0 -1.3149 -0.7839 -1.9616 0.046 0.429 -0.685
0.69 -18.1 -4.4 -29.7 -1.56 -0.18 -0.75 0 0 0 0.7032 -1.5849 -3.0699 0.045 0.416 -0.768
0.72 -18.1 -4.4 -29.7 -1.34 -0.07 -0.78 0 0 0 1.7578 -2.8270 -1.7398 0.013 0.463 -0.836
