iPhone Sensor Log from Crossbow started at Dec 16, 2011 19:23:49 Pacific Standard Time.
ElapsedTime(s) xMag(uT) yMag(uT) zMag(uT) xAccel(g) yAccel(g) zAccel(g) latitude(deg) longitude(deg) altitude(m) xRate(rad/sec) yRate(rad/sec) zRate(rad/sec) roll(rad) pitch(rad) yaw(rad)
0.04 -17.0 5.8 -28.6 0.06 0.04 -0.96 0 0 0 0.0784 -0.3046 0.1681 0.082 -0.027 -1.109
0.07 -16.1 5.2 -29.1 0.14 -0.00 -0.93 0 0 0 -0.0150 -0.0839 -0.0831 0.075 -0.027 -1.108
0.10 -16.1 5.2 -29.1 0.06 0.10 -1.17 0 0 0 -0.9662 0.1400 -0.8045 0.091 -0.050 -1.126
0.13 -15.7 4.7 -29.2 0.10 0.18 -1.11 0 0 0 -0.8929 -0.8119 -0.9025 0.075 -0.080 -1.148
0.16 -15.7 4.7 -29.2 0.08 0.05 -1.06 0 0 0 -0.1216 -0.3707 -0.1519 0.055 -0.094 -1.164
0.19 -16.2 5.1 -28.8 0.03 0.10 -1.00 0 0 0 -0.2576 0.0882 -0.1220 0.053 -0.097 -1.167
0.22 -16.2 5.1 -28.8 0.03 0.10 -1.00 0 0 0 -0.0070 -0.0305 -0.3622 0.052 -0.100 -1.174
0.26 -17.2 6.0 -27.9 0.09 0.11 -1.06 0 0 0 -0.5706 -0.1310 -0.1987 0.041 -0.118 -1.190
0.29 -17.2 6.0 -27.9 0.10 0.07 -1.21 0 0 0 -0.0732 0.1554 -0.1421 0.041 -0.127 -1.194
0.32 -17.0 5.8 -27.4 0.00 0.11 -1.09 0 0 0 -0.0473 0.1374 0.0151 0.044 -0.124 -1.196
0.35 -17.0 5.8 -27.4 0.10 0.13 -1.28 0 0 0 -0.9874 -0.2462 -0.1600 0.038 -0.146 -1.198
0.38 -17.3 4.8 -26.8 0.33 0.34 -1.82 0 0 0 -1.8992 -0.5141 0.0061 0.021 -0.186 -1.200
0.42 -17.3 4.8 -26.8 0.28 0.53 -2.00 0 0 0 -1.4944 -0.1159 0.7253 0.016 -0.273 -1.179
