iPhone Sensor Log from Crossbow started at Dec 16, 2011 19:32:46 Pacific Standard Time.
ElapsedTime(s) xMag(uT) yMag(uT) zMag(uT) xAccel(g) yAccel(g) zAccel(g) latitude(deg) longitude(deg) altitude(m) xRate(rad/sec) yRate(rad/sec) zRate(rad/sec) roll(rad) pitch(rad) yaw(rad)
0.03 22.2 -7.7 -24.0 0.10 -0.05 -1.06 0 0 0 -0.2688 -0.0968 -0.1586 0.111 0.069 1.254
0.07 22.2 -7.7 -24.0 0.16 -0.06 -1.08 0 0 0 -0.1597 -0.0598 -0.2005 0.110 0.060 1.249
0.10 22.2 -7.7 -24.0 0.10 -0.04 -0.93 0 0 0 0.1603 0.1644 -0.0880 0.113 0.060 1.245
0.13 21.0 -7.8 -21.8 0.11 -0.05 -0.97 0 0 0 -0.4656 -0.0635 -0.4629 0.122 0.056 1.235
0.16 21.0 -7.8 -21.8 0.14 -0.00 -1.10 0 0 0 -0.5388 -0.6629 -0.5321 0.111 0.039 1.222
0.19 21.4 -7.4 -21.2 0.09 0.03 -1.09 0 0 0 -0.2330 -0.8495 -0.3722 0.089 0.028 1.211
0.22 21.4 -7.4 -21.2 0.05 -0.05 -0.98 0 0 0 0.1501 -0.2234 0.1517 0.071 0.030 1.207
0.25 21.5 -6.5 -23.0 0.06 -0.06 -1.02 0 0 0 -0.1711 -0.2142 0.1454 0.065 0.032 1.212
0.28 21.5 -6.5 -23.0 0.04 -0.03 -1.03 0 0 0 -0.2897 -0.2933 -0.1626 0.055 0.023 1.210
0.32 20.8 -5.6 -25.0 0.02 -0.03 -1.07 0 0 0 -0.3192 -0.3584 -0.2186 0.042 0.015 1.203
0.35 20.8 -5.6 -25.0 0.04 -0.05 -1.13 0 0 0 -0.5454 -0.4521 -0.2229 0.031 0.002 1.198
0.38 21.1 -5.7 -24.8 0.04 -0.06 -1.12 0 0 0 -0.4840 -0.5226 -0.2216 0.012 -0.018 1.190
0.41 21.1 -5.7 -24.8 0.00 -0.04 -1.04 0 0 0 -0.5873 -0.1718 -0.1762 0.002 -0.030 1.184
0.44 20.5 -5.0 -25.1 0.00 -0.04 -1.04 0 0 0 -1.4815 0.6307 0.0370 0.008 -0.057 1.181
0.47 20.5 -5.0 -25.1 -0.04 0.08 -1.15 0 0 0 -2.1195 1.3802 0.3858 0.052 -0.132 1.195
0.50 20.3 -1.8 -25.4 0.11 -0.01 -1.44 0 0 0 -0.5754 0.1370 0.2170 0.081 -0.178 1.208
0.53 20.3 -1.8 -25.4 0.06 0.13 -1.47 0 0 0 -0.0157 -0.1166 0.1535 0.078 -0.181 1.212
0.57 20.6 -0.0 -25.9 0.06 0.13 -1.47 0 0 0 -0.2982 0.7369 -0.1301 0.090 -0.185 1.212
0.60 20.6 -0.0 -25.9 0.20 0.23 -1.50 0 0 0 -0.1240 -0.0416 0.1858 0.100 -0.191 1.212
0.63 21.4 0.3 -24.8 0.08 0.27 -1.45 0 0 0 -0.8514 -0.5945 0.3682 0.090 -0.204 1.222
0.66 21.4 0.3 -24.8 0.12 0.41 -1.67 0 0 0 0.3444 -0.5971 -0.1930 0.061 -0.245 1.229
0.69 21.6 1.6 -24.1 0.14 0.34 -1.19 0 0 0 1.3461 -0.0327 0.3648 0.056 -0.212 1.229
0.72 21.6 1.6 -24.1 0.07 0.39 -1.13 0 0 0 0.9441 -0.4033 0.5372 0.052 -0.182 1.243
0.75 20.6 1.9 -24.4 0.14 0.31 -1.24 0 0 0 1.3792 -0.5117 0.6578 0.033 -0.144 1.263
0.78 20.6 1.9 -24.4 0.13 0.34 -1.08 0 0 0 1.5300 0.4728 0.7232 0.038 -0.103 1.279
0.82 19.6 -0.8 -24.5 0.05 0.29 -1.05 0 0 0 1.4350 0.0692 0.8785 0.054 -0.037 1.315
0.85 19.6 -0.8 -24.5 0.08 0.20 -1.00 0 0 0 1.7252 0.3114 0.5967 0.058 0.005 1.331
0.88 19.1 -3.6 -23.7 0.08 0.18 -0.75 0 0 0 2.0125 0.4324 0.5834 0.070 0.056 1.343
0.91 19.1 -3.6 -23.7 0.10 0.11 -0.45 0 0 0 2.1739 -0.1875 0.6563 0.069 0.114 1.355
0.94 19.8 -7.3 -22.3 0.07 0.08 -0.29 0 0 0 1.7604 0.3153 0.8324 0.066 0.184 1.374
