iPhone Sensor Log from Crossbow started at Dec 16, 2011 19:24:56 Pacific Standard Time.
ElapsedTime(s) xMag(uT) yMag(uT) zMag(uT) xAccel(g) yAccel(g) zAccel(g) latitude(deg) longitude(deg) altitude(m) xRate(rad/sec) yRate(rad/sec) zRate(rad/sec) roll(rad) pitch(rad) yaw(rad)
0.04 -6.2 -19.4 -26.7 0.13 -0.06 -1.05 0 0 0 0.1287 -0.1015 -0.0174 0.098 0.056 -2.571
0.07 -6.2 -19.4 -26.7 0.09 -0.05 -0.97 0 0 0 -0.1107 0.2359 -0.1150 0.103 0.057 -2.574
0.10 -5.7 -19.6 -26.3 0.08 -0.07 -0.96 0 0 0 -0.2674 -0.2211 -0.0936 0.102 0.052 -2.577
0.13 -5.7 -19.6 -26.3 0.10 -0.04 -0.99 0 0 0 -0.1942 -0.5569 -0.1213 0.090 0.045 -2.579
0.16 -6.5 -19.3 -26.9 0.11 -0.02 -1.06 0 0 0 -0.6027 -0.4083 -0.3386 0.071 0.030 -2.587
0.19 -6.5 -19.3 -26.9 0.04 0.00 -1.06 0 0 0 -0.4429 0.0130 -0.1951 0.067 0.013 -2.594
0.23 -6.4 -18.2 -27.1 0.07 -0.03 -1.05 0 0 0 0.0060 -0.4356 0.1113 0.064 0.006 -2.593
0.25 -6.4 -18.2 -27.1 0.10 -0.02 -1.02 0 0 0 0.2801 -0.7807 0.2089 0.044 0.011 -2.589
0.29 -7.0 -17.8 -27.2 -0.01 -0.02 -1.02 0 0 0 -0.1105 -0.3508 0.0835 0.029 0.015 -2.585
0.32 -7.0 -17.8 -27.2 -0.02 -0.09 -1.16 0 0 0 -0.6420 -0.1552 -0.3177 0.024 -0.004 -2.591
0.35 -7.9 -17.7 -27.3 -0.03 -0.13 -1.31 0 0 0 -0.9207 -0.1056 -0.1824 0.016 -0.025 -2.598
0.38 -7.9 -17.7 -27.3 0.28 -0.33 -1.99 0 0 0 -1.7213 1.2375 -0.2114 0.033 -0.061 -2.601
0.41 -7.1 -15.6 -28.2 0.27 0.40 -2.00 0 0 0 -2.5050 0.7451 -0.1020 0.077 -0.155 -2.604
0.44 -7.1 -15.6 -28.2 0.63 0.42 -1.99 0 0 0 -1.3656 -2.2960 1.0757 0.040 -0.205 -2.586
0.47 -7.0 -12.8 -29.3 -0.13 0.77 -2.00 0 0 0 -0.8836 0.8844 2.5817 0.028 -0.228 -2.529
0.51 -7.0 -12.8 -29.3 -0.01 0.59 -1.62 0 0 0 0.3708 1.5648 2.0533 0.123 -0.240 -2.434
0.54 -7.7 -10.6 -30.6 0.10 0.69 -0.71 0 0 0 2.2449 1.2315 1.1795 0.162 -0.195 -2.402
0.57 -7.7 -10.6 -30.6 0.03 0.42 -0.18 0 0 0 2.0298 2.0827 1.1676 0.216 -0.132 -2.386
0.60 -7.5 -10.4 -30.4 -0.04 0.16 0.32 0 0 0 2.8213 -0.9047 2.0351 0.222 -0.003 -2.321
0.63 -7.5 -10.4 -30.4 -0.04 0.07 0.41 0 0 0 2.6555 -0.5873 1.1328 0.199 0.079 -2.301
0.66 -8.6 -13.1 -29.4 -0.11 0.00 0.29 0 0 0 1.5962 -0.2553 0.7137 0.188 0.135 -2.288
0.69 -8.6 -13.1 -29.4 -0.33 -0.03 -0.03 0 0 0 0.9256 -0.9732 0.9175 0.164 0.181 -2.268
0.72 -10.2 -17.4 -27.8 -0.69 -0.01 -0.32 0 0 0 0.5248 -0.9011 0.6347 0.134 0.202 -2.250
0.76 -10.2 -17.4 -27.8 -0.85 -0.06 -0.75 0 0 0 -0.0619 -0.6838 0.2440 0.089 0.214 -2.233
0.79 -11.3 -18.2 -26.2 -0.85 -0.06 -0.75 0 0 0 0.1055 -0.9015 0.2433 0.067 0.215 -2.225
0.82 -11.3 -18.2 -26.2 -1.05 -0.12 -0.98 0 0 0 0.4048 -1.5213 0.2846 0.033 0.222 -2.219
0.85 -14.4 -19.0 -24.7 -1.33 0.09 -0.91 0 0 0 0.1396 -2.0445 0.2287 -0.042 0.233 -2.205
0.88 -14.4 -19.0 -24.7 -1.31 -0.07 -1.35 0 0 0 -0.7607 -1.8273 -0.9933 -0.090 0.220 -2.218
0.91 -16.8 -19.3 -24.3 -0.88 0.06 -1.20 0 0 0 0.5556 -1.7424 -2.5318 -0.125 0.226 -2.271
0.94 -16.8 -19.3 -24.3 -0.40 0.41 -0.60 0 0 0 0.3565 -2.0587 -2.5205 -0.198 0.274 -2.388
0.97 -17.0 -21.1 -23.0 0.35 0.17 -1.09 0 0 0 -1.1340 -0.4179 -3.6626 -0.201 0.267 -2.479
1.01 -17.0 -21.1 -23.0 1.20 0.29 -1.28 0 0 0 0.1525 -0.5227 -3.3260 -0.180 0.277 -2.582
1.04 -14.8 -22.3 -22.3 1.00 0.41 -0.69 0 0 0 0.6824 -1.5255 -1.2865 -0.215 0.317 -2.646
1.07 -14.8 -22.3 -22.3 0.88 -0.19 -0.85 0 0 0 -0.5590 -0.8180 -1.4341 -0.227 0.317 -2.689
1.10 -12.2 -24.3 -20.5 0.73 -0.13 -0.45 0 0 0 0.6892 -0.6753 -0.6931 -0.268 0.342 -2.720
1.13 -12.2 -24.3 -20.5 0.83 -0.16 -0.27 0 0 0 -0.2998 0.9859 -1.6459 -0.244 0.355 -2.756
1.16 -10.9 -25.9 -19.4 0.78 -0.13 -0.01 0 0 0 0.0336 0.3158 -0.3472 -0.216 0.354 -2.787
1.19 -10.9 -25.9 -19.4 0.13 0.14 0.42 0 0 0 0.2741 -0.0688 0.1718 -0.224 0.369 -2.769
1.22 -10.3 -26.6 -19.2 0.12 0.05 0.13 0 0 0 -1.4995 -0.5748 -0.4504 -0.229 0.349 -2.787
1.26 -10.3 -26.6 -19.2 0.09 0.18 -0.49 0 0 0 -1.6624 -0.8175 0.1125 -0.244 0.307 -2.800
1.29 -10.4 -25.9 -21.1 -0.43 0.07 -1.43 0 0 0 -2.0127 -0.6365 -0.3130 -0.263 0.218 -2.823
1.32 -10.4 -25.9 -21.1 -0.16 -0.00 -1.96 0 0 0 -1.5604 -0.2269 -1.2135 -0.273 0.181 -2.858
1.35 -9.1 -24.1 -23.0 -0.33 -0.34 -1.99 0 0 0 -1.8557 1.2022 -1.5037 -0.247 0.145 -2.908
1.38 -9.1 -24.1 -23.0 0.14 -0.33 -1.94 0 0 0 -0.9387 1.0159 -2.0167 -0.193 0.113 -2.982
1.41 -6.6 -21.2 -25.5 0.26 -0.28 -1.73 0 0 0 -0.9714 0.5782 -1.1339 -0.171 0.095 -3.028
1.44 -6.6 -21.2 -25.5 0.29 -0.29 -1.66 0 0 0 -1.0422 0.1623 0.0014 -0.139 0.053 -3.059
1.47 -4.7 -20.1 -27.2 0.77 0.03 -1.67 0 0 0 -0.3362 -1.2861 0.4665 -0.160 0.037 -3.053
1.51 -4.7 -20.1 -27.2 0.68 0.05 -1.20 0 0 0 0.3244 0.8182 0.6481 -0.169 0.034 -3.038
1.54 -3.0 -19.4 -27.3 0.71 0.34 -1.05 0 0 0 0.6509 -0.0024 0.6768 -0.139 0.048 -3.010
1.57 -3.0 -19.4 -27.3 1.42 0.44 -1.52 0 0 0 1.1372 -2.7660 0.1823 -0.193 0.072 -2.996
1.60 -4.1 -20.4 -26.4 0.66 0.36 -1.36 0 0 0 0.9065 2.8138 0.7951 -0.174 0.096 -2.982
1.63 -4.1 -20.4 -26.4 -0.03 0.31 -1.39 0 0 0 0.5193 0.3810 2.2763 -0.084 0.118 -2.895
1.66 -4.7 -21.7 -25.7 -0.14 0.04 -1.74 0 0 0 -0.4594 0.5859 1.1997 -0.088 0.109 -2.853
1.69 -4.7 -21.7 -25.7 -0.14 0.04 -1.74 0 0 0 0.6570 3.8180 1.8987 -0.015 0.110 -2.815
1.72 -4.8 -21.5 -25.6 -1.12 -0.23 -1.21 0 0 0 0.5657 -0.0281 2.7869 0.031 0.135 -2.725
1.75 -4.8 -21.5 -25.6 -1.37 -0.16 -1.17 0 0 0 0.0860 -0.0160 1.4804 0.013 0.145 -2.667
1.79 -6.1 -21.2 -25.5 -0.95 -0.31 -1.13 0 0 0 -0.3916 1.5213 0.0567 0.052 0.137 -2.655
